experiment,replicate,N,I0,R0_basic,S0,R_init,alpha,phase,phase_label,t_max,outbreak_threshold,outbreak_threshold_count,extinct,extinction_time,early_fadeout,major_outbreak,establishment_time,t_final,final_S,final_I,final_R,peak_I,peak_i,t_peak,n_events
seasonal_near_threshold_alpha,31,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,False,,False,True,0.22549520477702575,0.22549520477702575,1343,50,8607,50,0.005,0.22549520477702575,362
seasonal_near_threshold_alpha,32,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,False,,False,True,0.1585223582590435,0.1585223582590435,1296,50,8654,50,0.005,0.1585223582590435,438
seasonal_near_threshold_alpha,33,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,False,,False,True,0.14377856241810402,0.14377856241810402,1309,50,8641,50,0.005,0.14377856241810402,367
seasonal_near_threshold_alpha,34,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,True,0.291841320090992,True,False,,0.291841320090992,1468,0,8532,13,0.0013,0.22187587998694377,183
seasonal_near_threshold_alpha,35,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,False,,False,True,0.18925287211116323,0.18925287211116323,1260,50,8690,50,0.005,0.18925287211116323,546
seasonal_near_threshold_alpha,36,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,True,0.5327948615550923,True,False,,0.5327948615550923,1220,0,8780,36,0.0036,0.2647334075407926,745
seasonal_near_threshold_alpha,37,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,False,,False,True,0.08313741169334693,0.08313741169334693,1361,50,8589,50,0.005,0.08313741169334693,278
seasonal_near_threshold_alpha,38,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,False,,False,True,0.17944820713212437,0.17944820713212437,1347,50,8603,50,0.005,0.17944820713212437,330
seasonal_near_threshold_alpha,39,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,True,0.019470858378993115,True,False,,0.019470858378993115,1502,0,8498,5,0.0005,0.0,7
seasonal_near_threshold_alpha,40,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,True,0.027705884642113487,True,False,,0.027705884642113487,1499,0,8501,7,0.0007,0.006765834453964454,16
seasonal_near_threshold_alpha,41,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,True,0.2549265144657279,True,False,,0.2549265144657279,1453,0,8547,15,0.0015,0.039408296388782495,207
seasonal_near_threshold_alpha,42,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,True,0.745396387902751,True,False,,0.745396387902751,1263,0,8737,26,0.0026,0.3899964141368835,764
seasonal_near_threshold_alpha,43,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,False,,False,True,0.07648109863628104,0.07648109863628104,1369,50,8581,50,0.005,0.07648109863628104,232
seasonal_near_threshold_alpha,44,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,True,0.045735268682276176,True,False,,0.045735268682276176,1505,0,8495,5,0.0005,0.0,13
seasonal_near_threshold_alpha,45,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,True,0.055519957628894286,True,False,,0.055519957628894286,1500,0,8500,5,0.0005,0.0,20
seasonal_near_threshold_alpha,46,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,True,0.41735010156982383,True,False,,0.41735010156982383,1083,0,8917,42,0.0042,0.22723361357012006,977
seasonal_near_threshold_alpha,47,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,False,,False,True,0.18889577348813744,0.18889577348813744,1302,50,8648,50,0.005,0.18889577348813744,420
seasonal_near_threshold_alpha,48,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,True,0.46516120321697796,True,False,,0.46516120321697796,1204,0,8796,47,0.0047,0.1782845210845595,804
seasonal_near_threshold_alpha,49,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,False,,False,True,0.24168733121276306,0.24168733121276306,1339,50,8611,50,0.005,0.24168733121276306,385
seasonal_near_threshold_alpha,50,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,True,0.632487586576443,True,False,,0.632487586576443,1126,0,8874,29,0.0029,0.24844615028717468,1005
seasonal_near_threshold_alpha,51,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,False,,False,True,0.2232405109399087,0.2232405109399087,1292,50,8658,50,0.005,0.2232405109399087,446
seasonal_near_threshold_alpha,52,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,True,0.6300368072233566,True,False,,0.6300368072233566,1112,0,8888,49,0.0049,0.22491879442878263,1030
seasonal_near_threshold_alpha,53,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,False,,False,True,0.10385581603084065,0.10385581603084065,1325,50,8625,50,0.005,0.10385581603084065,347
seasonal_near_threshold_alpha,54,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,False,,False,True,0.19264091174630749,0.19264091174630749,1225,50,8725,50,0.005,0.19264091174630749,565
seasonal_near_threshold_alpha,55,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,True,0.04445530881318324,True,False,,0.04445530881318324,1505,0,8495,6,0.0006,0.002238622307681155,22
seasonal_near_threshold_alpha,56,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,True,0.23503466619149474,True,False,,0.23503466619149474,1466,0,8534,14,0.0014,0.07593347519597281,184
seasonal_near_threshold_alpha,57,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,False,,False,True,0.13223978144653606,0.13223978144653606,1336,50,8614,50,0.005,0.13223978144653606,334
seasonal_near_threshold_alpha,58,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,False,,False,True,0.10834257617721493,0.10834257617721493,1334,50,8616,50,0.005,0.10834257617721493,341
seasonal_near_threshold_alpha,59,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,False,,False,True,0.14144166379870693,0.14144166379870693,1378,50,8572,50,0.005,0.14144166379870693,268
seasonal_near_threshold_alpha,60,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,False,,False,True,0.12125070030090875,0.12125070030090875,1376,50,8574,50,0.005,0.12125070030090875,239
seasonal_near_threshold_alpha,61,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,False,,False,True,0.09667238041541394,0.09667238041541394,1373,50,8577,50,0.005,0.09667238041541394,236
seasonal_near_threshold_alpha,62,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,True,0.01241313650894598,True,False,,0.01241313650894598,1500,0,8500,6,0.0006,0.003817066263420678,11
seasonal_near_threshold_alpha,63,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,True,0.03426701264507966,True,False,,0.03426701264507966,1501,0,8499,7,0.0007,0.0023279276074016225,18
seasonal_near_threshold_alpha,64,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,False,,False,True,0.1464626288425146,0.1464626288425146,1310,50,8640,50,0.005,0.1464626288425146,377
seasonal_near_threshold_alpha,65,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,True,0.05604157807150464,True,False,,0.05604157807150464,1498,0,8502,8,0.0008,0.0017943052443255857,21
seasonal_near_threshold_alpha,66,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,False,,False,True,0.12200703893489445,0.12200703893489445,1385,50,8565,50,0.005,0.12200703893489445,212
seasonal_near_threshold_alpha,67,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,False,,False,True,0.0816175839790489,0.0816175839790489,1396,50,8554,50,0.005,0.0816175839790489,181
seasonal_near_threshold_alpha,68,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,True,0.012017885290730383,True,False,,0.012017885290730383,1501,0,8499,5,0.0005,0.0,6
seasonal_near_threshold_alpha,69,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,True,0.455560125047261,True,False,,0.455560125047261,1275,0,8725,41,0.0041,0.21788037697248916,602
seasonal_near_threshold_alpha,70,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,False,,False,True,0.19766249567931507,0.19766249567931507,1346,50,8604,50,0.005,0.19766249567931507,332
seasonal_near_threshold_alpha,71,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,True,0.14286581669271886,True,False,,0.14286581669271886,1486,0,8514,11,0.0011,0.005264550560162041,87
seasonal_near_threshold_alpha,72,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,True,0.04835532387732311,True,False,,0.04835532387732311,1501,0,8499,7,0.0007,0.013302512711431945,24
seasonal_near_threshold_alpha,73,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,True,0.10064902964176056,True,False,,0.10064902964176056,1508,0,8492,5,0.0005,0.0,22
seasonal_near_threshold_alpha,74,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,False,,False,True,0.1004195484589437,0.1004195484589437,1338,50,8612,50,0.005,0.1004195484589437,321
seasonal_near_threshold_alpha,75,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,False,,False,True,0.16058528560103372,0.16058528560103372,1325,50,8625,50,0.005,0.16058528560103372,356
seasonal_near_threshold_alpha,76,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,True,0.06025225314406797,True,False,,0.06025225314406797,1503,0,8497,6,0.0006,6.224332672418663e-05,35
seasonal_near_threshold_alpha,77,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,True,0.057475497334295036,True,False,,0.057475497334295036,1504,0,8496,5,0.0005,0.0,18
seasonal_near_threshold_alpha,78,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,False,,False,True,0.12761917992189134,0.12761917992189134,1329,50,8621,50,0.005,0.12761917992189134,345
seasonal_near_threshold_alpha,79,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,False,,False,True,0.3127586939276265,0.3127586939276265,1176,50,8774,50,0.005,0.3127586939276265,711
seasonal_near_threshold_alpha,80,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,True,0.0868293564608442,True,False,,0.0868293564608442,1487,0,8513,12,0.0012,0.014857663301985622,103
seasonal_near_threshold_alpha,81,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,True,0.07984350864700933,True,False,,0.07984350864700933,1490,0,8510,7,0.0007,0.041847541812719824,43
seasonal_near_threshold_alpha,82,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,False,,False,True,0.14491256900987573,0.14491256900987573,1339,50,8611,50,0.005,0.14491256900987573,319
seasonal_near_threshold_alpha,83,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,True,0.3081901070936565,True,False,,0.3081901070936565,1480,0,8520,10,0.001,0.06757331799529329,162
seasonal_near_threshold_alpha,84,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,True,0.057081051881580226,True,False,,0.057081051881580226,1500,0,8500,6,0.0006,8.533930893432626e-05,32
seasonal_near_threshold_alpha,85,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,False,,False,True,0.2249931263401982,0.2249931263401982,1280,50,8670,50,0.005,0.2249931263401982,476
seasonal_near_threshold_alpha,86,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,False,,False,True,0.1461838960038211,0.1461838960038211,1333,50,8617,50,0.005,0.1461838960038211,340
seasonal_near_threshold_alpha,87,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,True,0.05455760245865096,True,False,,0.05455760245865096,1506,0,8494,5,0.0005,0.0,32
seasonal_near_threshold_alpha,88,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,True,0.028624161178985724,True,False,,0.028624161178985724,1503,0,8497,5,0.0005,0.0,14
seasonal_near_threshold_alpha,89,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,False,,False,True,0.11393741454876732,0.11393741454876732,1377,50,8573,50,0.005,0.11393741454876732,255
seasonal_near_threshold_alpha,90,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,False,,False,True,0.11353923522590993,0.11353923522590993,1306,50,8644,50,0.005,0.11353923522590993,379
seasonal_near_threshold_alpha,91,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,False,,False,True,0.07862418969767987,0.07862418969767987,1400,50,8550,50,0.005,0.07862418969767987,185
seasonal_near_threshold_alpha,92,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,False,,False,True,0.14717005822379162,0.14717005822379162,1326,50,8624,50,0.005,0.14717005822379162,357
seasonal_near_threshold_alpha,93,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,False,,False,True,0.18426599597059065,0.18426599597059065,1330,50,8620,50,0.005,0.18426599597059065,370
seasonal_near_threshold_alpha,94,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,True,0.15276509433357174,True,False,,0.15276509433357174,1475,0,8525,8,0.0008,0.039644183629952576,100
seasonal_near_threshold_alpha,95,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,False,,False,True,0.16591613791582807,0.16591613791582807,1288,50,8662,50,0.005,0.16591613791582807,436
seasonal_near_threshold_alpha,96,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,False,,False,True,0.1351845191963268,0.1351845191963268,1359,50,8591,50,0.005,0.1351845191963268,285
seasonal_near_threshold_alpha,97,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,False,,False,True,0.11492697638976605,0.11492697638976605,1340,50,8610,50,0.005,0.11492697638976605,314
seasonal_near_threshold_alpha,98,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,True,0.6054838349459848,True,False,,0.6054838349459848,1092,0,8908,43,0.0043,0.24247454567320628,1028
seasonal_near_threshold_alpha,99,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,False,,False,True,0.12447032497153462,0.12447032497153462,1344,50,8606,50,0.005,0.12447032497153462,297
seasonal_near_threshold_alpha,100,10000,5,8.0,1500,8495,0.1,0.0,phase 0,2.0,0.005,50,False,,False,True,0.10200587248156229,0.10200587248156229,1369,50,8581,50,0.005,0.10200587248156229,247
seasonal_near_threshold_alpha,1,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.0809560945860045,0.0809560945860045,1375,50,8575,50,0.005,0.0809560945860045,232
seasonal_near_threshold_alpha,2,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,True,0.09748222258525978,True,False,,0.09748222258525978,1499,0,8501,8,0.0008,0.05639077228362619,55
seasonal_near_threshold_alpha,3,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.05140404515194618,0.05140404515194618,1412,50,8538,50,0.005,0.05140404515194618,149
seasonal_near_threshold_alpha,4,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.08361957063132879,0.08361957063132879,1398,50,8552,50,0.005,0.08361957063132879,201
seasonal_near_threshold_alpha,5,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.1308124216691888,0.1308124216691888,1274,50,8676,50,0.005,0.1308124216691888,470
seasonal_near_threshold_alpha,6,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.10186972356752343,0.10186972356752343,1363,50,8587,50,0.005,0.10186972356752343,262
seasonal_near_threshold_alpha,7,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.09501493224418944,0.09501493224418944,1390,50,8560,50,0.005,0.09501493224418944,220
seasonal_near_threshold_alpha,8,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.08106633187370225,0.08106633187370225,1386,50,8564,50,0.005,0.08106633187370225,219
seasonal_near_threshold_alpha,9,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.08766512968825088,0.08766512968825088,1403,50,8547,50,0.005,0.08766512968825088,182
seasonal_near_threshold_alpha,10,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.056358906601904124,0.056358906601904124,1412,50,8538,50,0.005,0.056358906601904124,152
seasonal_near_threshold_alpha,11,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.04642748163117083,0.04642748163117083,1416,50,8534,50,0.005,0.04642748163117083,147
seasonal_near_threshold_alpha,12,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.10458105453269398,0.10458105453269398,1370,50,8580,50,0.005,0.10458105453269398,248
seasonal_near_threshold_alpha,13,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.09000403958013084,0.09000403958013084,1370,50,8580,50,0.005,0.09000403958013084,254
seasonal_near_threshold_alpha,14,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.11844188109666125,0.11844188109666125,1350,50,8600,50,0.005,0.11844188109666125,288
seasonal_near_threshold_alpha,15,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.09288147301617086,0.09288147301617086,1402,50,8548,50,0.005,0.09288147301617086,187
seasonal_near_threshold_alpha,16,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.11063832448057448,0.11063832448057448,1347,50,8603,50,0.005,0.11063832448057448,306
seasonal_near_threshold_alpha,17,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,True,0.04729427941004345,True,False,,0.04729427941004345,1502,0,8498,5,0.0005,0.0,16
seasonal_near_threshold_alpha,18,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.11814283810645526,0.11814283810645526,1331,50,8619,50,0.005,0.11814283810645526,326
seasonal_near_threshold_alpha,19,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,True,0.060490089053410606,True,False,,0.060490089053410606,1496,0,8504,8,0.0008,0.0021116106310803033,31
seasonal_near_threshold_alpha,20,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.06095204032697437,0.06095204032697437,1407,50,8543,50,0.005,0.06095204032697437,162
seasonal_near_threshold_alpha,21,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,True,0.029729837335190596,True,False,,0.029729837335190596,1497,0,8503,9,0.0009,0.002736858123980636,17
seasonal_near_threshold_alpha,22,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.08271672269758401,0.08271672269758401,1349,50,8601,50,0.005,0.08271672269758401,296
seasonal_near_threshold_alpha,23,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.20214571020287822,0.20214571020287822,1285,50,8665,50,0.005,0.20214571020287822,475
seasonal_near_threshold_alpha,24,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.07396969438463762,0.07396969438463762,1407,50,8543,50,0.005,0.07396969438463762,168
seasonal_near_threshold_alpha,25,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.06204016753633031,0.06204016753633031,1412,50,8538,50,0.005,0.06204016753633031,155
seasonal_near_threshold_alpha,26,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,True,0.45996970920408636,True,False,,0.45996970920408636,1183,0,8817,33,0.0033,0.12347366206989355,780
seasonal_near_threshold_alpha,27,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.06749298644851365,0.06749298644851365,1376,50,8574,50,0.005,0.06749298644851365,230
seasonal_near_threshold_alpha,28,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,True,0.5350264345229752,True,False,,0.5350264345229752,1149,0,8851,36,0.0036,0.25207440361084826,881
seasonal_near_threshold_alpha,29,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.15717122144344634,0.15717122144344634,1238,50,8712,50,0.005,0.15717122144344634,533
seasonal_near_threshold_alpha,30,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.0944690085062961,0.0944690085062961,1352,50,8598,50,0.005,0.0944690085062961,287
seasonal_near_threshold_alpha,31,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.15618253055008569,0.15618253055008569,1362,50,8588,50,0.005,0.15618253055008569,285
seasonal_near_threshold_alpha,32,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.09399800757343423,0.09399800757343423,1371,50,8579,50,0.005,0.09399800757343423,276
seasonal_near_threshold_alpha,33,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.06616002403537032,0.06616002403537032,1413,50,8537,50,0.005,0.06616002403537032,147
seasonal_near_threshold_alpha,34,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.09477794589606621,0.09477794589606621,1363,50,8587,50,0.005,0.09477794589606621,265
seasonal_near_threshold_alpha,35,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.06319672504380085,0.06319672504380085,1394,50,8556,50,0.005,0.06319672504380085,170
seasonal_near_threshold_alpha,36,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.07529737928517649,0.07529737928517649,1402,50,8548,50,0.005,0.07529737928517649,163
seasonal_near_threshold_alpha,37,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.03952354060292895,0.03952354060292895,1424,50,8526,50,0.005,0.03952354060292895,122
seasonal_near_threshold_alpha,38,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.08547691026391765,0.08547691026391765,1401,50,8549,50,0.005,0.08547691026391765,186
seasonal_near_threshold_alpha,39,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.08269040183038089,0.08269040183038089,1406,50,8544,50,0.005,0.08269040183038089,179
seasonal_near_threshold_alpha,40,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.12953476954402768,0.12953476954402768,1385,50,8565,50,0.005,0.12953476954402768,236
seasonal_near_threshold_alpha,41,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.14744729605001936,0.14744729605001936,1297,50,8653,50,0.005,0.14744729605001936,424
seasonal_near_threshold_alpha,42,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.1463047653199233,0.1463047653199233,1398,50,8552,50,0.005,0.1463047653199233,213
seasonal_near_threshold_alpha,43,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,True,0.020322716701054053,True,False,,0.020322716701054053,1503,0,8497,6,0.0006,5.877572464401839e-05,11
seasonal_near_threshold_alpha,44,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,True,0.549865689864159,True,False,,0.549865689864159,1186,0,8814,45,0.0045,0.27423282200010185,864
seasonal_near_threshold_alpha,45,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.1337728440499424,0.1337728440499424,1238,50,8712,50,0.005,0.1337728440499424,509
seasonal_near_threshold_alpha,46,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,True,0.036328936680835734,True,False,,0.036328936680835734,1496,0,8504,8,0.0008,0.005404763314195539,25
seasonal_near_threshold_alpha,47,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,True,0.06999730144316295,True,False,,0.06999730144316295,1466,0,8534,18,0.0018,0.0495938476775655,88
seasonal_near_threshold_alpha,48,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.08087164616195378,0.08087164616195378,1380,50,8570,50,0.005,0.08087164616195378,225
seasonal_near_threshold_alpha,49,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.20182245565209256,0.20182245565209256,1294,50,8656,50,0.005,0.20182245565209256,454
seasonal_near_threshold_alpha,50,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.06580829773058863,0.06580829773058863,1408,50,8542,50,0.005,0.06580829773058863,160
seasonal_near_threshold_alpha,51,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.05242868038325498,0.05242868038325498,1388,50,8562,50,0.005,0.05242868038325498,185
seasonal_near_threshold_alpha,52,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.036685940623990394,0.036685940623990394,1424,50,8526,50,0.005,0.036685940623990394,131
seasonal_near_threshold_alpha,53,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.06791619747598122,0.06791619747598122,1384,50,8566,50,0.005,0.06791619747598122,214
seasonal_near_threshold_alpha,54,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.044083635737251804,0.044083635737251804,1426,50,8524,50,0.005,0.044083635737251804,115
seasonal_near_threshold_alpha,55,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.049831138980645916,0.049831138980645916,1410,50,8540,50,0.005,0.049831138980645916,162
seasonal_near_threshold_alpha,56,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.03913911615881291,0.03913911615881291,1419,50,8531,50,0.005,0.03913911615881291,147
seasonal_near_threshold_alpha,57,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.05294570602034274,0.05294570602034274,1412,50,8538,50,0.005,0.05294570602034274,155
seasonal_near_threshold_alpha,58,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.09288318079566166,0.09288318079566166,1352,50,8598,50,0.005,0.09288318079566166,272
seasonal_near_threshold_alpha,59,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.09853706045440234,0.09853706045440234,1371,50,8579,50,0.005,0.09853706045440234,234
seasonal_near_threshold_alpha,60,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.1576864625133837,0.1576864625133837,1327,50,8623,50,0.005,0.1576864625133837,349
seasonal_near_threshold_alpha,61,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,True,0.05914175606585801,True,False,,0.05914175606585801,1495,0,8505,6,0.0006,0.01761993538627688,39
seasonal_near_threshold_alpha,62,10000,5,8.0,1500,8495,0.3,0.0,phase 0,2.0,0.005,50,False,,False,True,0.10583204163436687,0.10583204163436687,1347,50,8603,50,0.005,0.10583204163436687,300
