alpha,peak_index,t_peak,i_peak,prominence
0.08,32,102.26027397260275,9.696260934567206e-05,4.32091033610299e-05
0.08,33,103.1945205479452,0.0012706888362364437,0.0012222374126969688
0.08,34,105.1972602739726,0.0015350122109012506,0.0015207414845969523
0.08,35,107.26301369863013,0.0013488954046864644,0.0013277165385273339
0.08,36,108.26027397260275,0.000105589553469683,4.853878764072648e-05
0.08,37,109.1945205479452,0.001244952365297186,0.0011929656376269988
0.08,38,111.1917808219178,0.0015437493761981161,0.001534306663776904
0.08,39,113.27123287671233,0.0013250359857623407,0.0013009427949116311
0.08,40,114.25479452054795,0.00012418507929790948,6.222402728537378e-05
0.08,41,115.1972602739726,0.0011777240831632137,0.0011168700343502887
0.08,42,117.17808219178082,0.0015412440229513754,0.001528640558645826
0.08,43,119.2931506849315,0.001270174258465247,0.0011841764463872912
0.09333333333333334,1,61.45753424657534,0.0019798441318532316,0.00197969255678695
0.09333333333333334,2,64.06027397260274,0.0018449525964487814,0.001836759088169691
0.09333333333333334,3,66.96986301369863,0.00308872835701653,0.00308872752764862
0.09333333333333334,4,70.44109589041096,0.001929140076001817,0.00192875031252122
0.09333333333333334,5,73.06301369863014,0.0016305379931916444,0.0016201536226964875
0.09333333333333334,6,75.92876712328767,0.0020181855810108835,0.0020181662398117786
0.09333333333333334,7,79.07123287671233,0.004116705898548569,0.004116705380734274
0.09333333333333334,8,82.85205479452055,0.003572522151957909,0.0035725219821256555
0.09333333333333334,9,86.51506849315068,0.0018137601752043805,0.0018103117971777234
0.09333333333333334,10,89.12328767123287,0.0023955628975072278,0.0023954694499722902
0.09333333333333334,11,92.03013698630137,0.00360778181654061,0.003607781590642933
0.09333333333333334,12,95.75068493150685,0.0021308446363369933,0.002130771282127403
0.09333333333333334,13,98.94246575342466,0.003139894571743984,0.0031398941862475775
0.09333333333333334,14,102.46575342465754,0.00186596677960937,0.0018584511400236848
0.09333333333333334,15,105.06575342465753,0.001977638915963349,0.0019775360248659017
0.09333333333333334,16,107.9972602739726,0.003446120172717769,0.0034461199431940477
0.09333333333333334,17,111.6986301369863,0.0018663187811527521,0.0018659578833224377
0.09333333333333334,18,114.9041095890411,0.0011457943347910973,0.0011448410342758042
0.09333333333333334,19,117.43835616438356,0.0008972712713839411,0.000891500390374282
0.09333333333333334,20,118.03287671232877,0.000690376223252133,0.00017165175225568405
0.10666666666666667,1,62.30958904109589,0.0014074363714374192,0.001393510825646361
0.10666666666666667,2,63.21643835616438,0.000312855566703447,0.00021497906026022364
0.10666666666666667,3,64.23835616438356,0.00085323147278745,0.0008041223006030672
0.10666666666666667,4,65.26575342465753,0.00035504782435990867,0.00026896475437893503
0.10666666666666667,5,66.18082191780822,0.001104639957234696,0.0010590850753159158
0.10666666666666667,6,68.16164383561645,0.001962955857291237,0.0019609455555463706
0.10666666666666667,7,70.97808219178083,0.0015195062060879472,0.001518583618946346
0.10666666666666667,8,73.96986301369863,0.003458562381912791,0.0034584698282546815
0.10666666666666667,9,77.83287671232877,0.003280140327906611,0.003280140100822695
0.10666666666666667,10,81.41917808219178,0.0020282542734341123,0.0020280203857609333
0.10666666666666667,11,83.35616438356165,0.00024664254365537055,7.592345918685346e-05
0.10666666666666667,12,84.07945205479452,0.0016968600845468772,0.0016855038552933722
0.10666666666666667,13,86.95342465753424,0.002742326848832661,0.0027423262287924557
0.10666666666666667,14,90.36986301369863,0.0022699241067205087,0.0022698412415290722
0.10666666666666667,15,92.2931506849315,0.0007049685144096669,0.0005817485090146566
0.10666666666666667,16,93.18356164383562,0.0007697795179874215,0.0007473945070272329
0.10666666666666667,17,94.31232876712329,0.00018012262163339375,8.423942205103527e-05
0.10666666666666667,18,95.12328767123287,0.0016986001392471808,0.0016789744364570356
0.10666666666666667,19,97.96712328767123,0.00152865443895852,0.0015279028590247194
0.10666666666666667,20,100.97534246575343,0.0035508086611413425,0.003550808589719419
0.10666666666666667,21,104.85479452054794,0.0037923551020243346,0.003792355045470653
0.10666666666666667,22,108.81643835616438,0.0031226354964263574,0.0031226350087073074
0.10666666666666667,23,112.32054794520548,0.0028206956215874007,0.002820474442138939
0.10666666666666667,24,114.32876712328768,0.000797347165546169,0.0006083769418296842
0.10666666666666667,25,115.15068493150685,0.0008003523141093661,0.0007877600751157461
0.10666666666666667,26,117.12876712328767,0.0020617386080970437,0.002054120346962579
0.10666666666666667,27,119.96986301369863,0.0030387052797048912,0.00015092351401325066
0.12000000000000001,1,60.78356164383562,0.0020454264603230027,0.0020449187744734127
0.12000000000000001,2,64.06575342465753,0.0047857849483707565,0.004785774442094064
0.12000000000000001,3,68.08767123287672,0.006641351577352187,0.006641351571715249
0.12000000000000001,4,72.47123287671234,0.002625490440707853,0.002622079670755337
0.12000000000000001,5,75.0931506849315,0.0027415144884779634,0.0027415103937374428
0.12000000000000001,6,78.23561643835616,0.0034294837264348464,0.0034293243628281335
0.12000000000000001,7,81.03561643835617,0.0038507749512366315,0.0038507749234282635
0.12000000000000001,8,84.94246575342466,0.005682095405238172,0.0056820954051193815
0.12000000000000001,9,89.35616438356165,0.0038274961293054913,0.003827474908015721
0.12000000000000001,10,92.03287671232877,0.0018595546126830061,0.0018567212523382239
0.12000000000000001,11,95.07397260273973,0.004529975073053534,0.004529975059646067
0.12000000000000001,12,99.02739726027397,0.006548497756620182,0.006548497756537123
0.12000000000000001,13,103.67945205479452,0.002838281931270312,0.0028382629509527465
0.12000000000000001,14,107.0054794520548,0.004558007553452649,0.0045580075510910445
0.12000000000000001,15,111.10958904109589,0.006671388110501865,0.00667138811019979
0.12000000000000001,16,115.3917808219178,0.003211431043230703,0.0032107246706200563
0.12000000000000001,17,117.33698630136986,0.0004920969215890367,0.00029574360451297885
0.12000000000000001,18,118.1013698630137,0.0014267353863496443,0.0014187960782193788
0.13333333333333333,1,63.80821917808219,0.001664676793820408,0.001664663990615405
0.13333333333333333,2,67.05479452054794,0.004991258334096637,0.004991258291743597
0.13333333333333333,3,71.1917808219178,0.006063154037423884,0.006063153998166283
0.13333333333333333,4,75.03013698630137,0.006618248233547838,0.006618248232384268
0.13333333333333333,5,79.79452054794521,0.004548465036624936,0.0045484650320221035
0.13333333333333333,6,83.93972602739726,0.006286984247606521,0.006286984247599937
0.13333333333333333,7,88.73698630136987,0.0033111239888124404,0.0033111234370542257
0.13333333333333333,8,92.24657534246576,0.0037535297678768986,0.0037534065605304024
0.13333333333333333,9,95.04931506849316,0.004187303672005084,0.004187303664212852
0.13333333333333333,10,99.03835616438356,0.006986545771005026,0.0069865457709987555
0.13333333333333333,11,103.85205479452055,0.00633991349130325,0.00633991349128328
0.13333333333333333,12,108.4,0.003285374872583066,0.003285279964879529
0.13333333333333333,13,110.32602739726028,0.000426875885977393,0.0002756030839354707
0.13333333333333333,14,111.0986301369863,0.001760754381163038,0.0017529714035842733
0.13333333333333333,15,113.99178082191781,0.004005429662649556,0.004005429658999032
0.13333333333333333,16,118.05753424657534,0.007136145852023167,0.007136145852010794
0.14666666666666667,1,64.03287671232877,0.007429076280008477,0.007429076275941629
0.14666666666666667,2,68.97260273972603,0.009425751695002812,0.009425751695002562
0.14666666666666667,3,74.26849315068493,0.007106986045324976,0.007106986045205993
0.14666666666666667,4,77.92054794520548,0.004830143660850522,0.00483014323056775
0.14666666666666667,5,82.26301369863013,0.005232068061826532,0.0052320680568313386
0.14666666666666667,6,85.23561643835616,0.0032481633869106013,0.0032478823250284648
0.14666666666666667,7,87.9972602739726,0.0036420198005463907,0.0036420085191890814
0.14666666666666667,8,92.02739726027397,0.007372502183952577,0.00737250218395234
0.14666666666666667,9,96.97260273972603,0.009432546474553908,0.009432546474553908
0.14666666666666667,10,102.26849315068493,0.007096009638421643,0.007096009638271841
0.14666666666666667,11,105.91780821917808,0.004739651717497903,0.004739651266108366
0.14666666666666667,12,110.24109589041096,0.005628882378602147,0.005628882378036546
0.14666666666666667,13,113.46301369863014,0.0009937713489871602,0.00023978831826851365
0.14666666666666667,14,113.97808219178083,0.0014277462915218756,0.0014277329529009334
0.14666666666666667,15,117.06575342465753,0.005174362383072713,0.005174360954061891
0.16,1,61.87671232876713,0.00759496602052834,0.007594966020514415
0.16,2,66.97534246575343,0.010150936470660944,0.01015093647066089
0.16,3,72.48219178082192,0.003425245111396476,0.0034251150174319
0.16,4,75.2,0.0027758276676037516,0.0027748661698962273
0.16,5,78.0054794520548,0.004370422879283024,0.004370422878913112
0.16,6,82.21643835616439,0.006064077831041684,0.006064077712510198
0.16,7,85.95342465753424,0.006152867460347453,0.006152867460346502
0.16,8,90.86575342465754,0.007169724402477605,0.007169724402477357
0.16,9,95.8986301369863,0.008440982555721592,0.008440982555721588
0.16,10,101.10958904109589,0.01028919821303106,0.010289198213031056
0.16,11,106.23835616438356,0.007594419629340479,0.00759441962933895
0.16,12,110.08219178082192,0.007155349325381281,0.0071553492967328216
0.16,13,114.9013698630137,0.008033182538931087,0.008033182538931078
0.17333333333333334,1,62.92602739726028,0.005724087635354392,0.005724087538641865
0.17333333333333334,2,67.83835616438357,0.005976685783524686,0.005976685783517646
0.17333333333333334,3,72.46301369863014,0.002121040855439725,0.0021210016894786846
0.17333333333333334,4,73.00821917808219,0.001007986359818532,0.0002631746498409683
0.17333333333333334,5,75.99178082191781,0.005028594984373462,0.005028594984354657
0.17333333333333334,6,80.4931506849315,0.001798967924312758,0.0017989608366763131
0.17333333333333334,7,80.93698630136987,0.0011936637626287585,0.0001202211437404681
0.17333333333333334,8,84.07671232876713,0.005781521305755797,0.005781521305722519
0.17333333333333334,9,88.5013698630137,0.0016932138875434058,0.0016932096147105873
0.17333333333333334,10,88.92328767123287,0.0012789361990957163,0.00012815900994242262
0.17333333333333334,11,92.10684931506849,0.005658245581509431,0.005658245581302096
0.17333333333333334,12,96.30410958904109,0.004159872492760235,0.004159871207459843
0.17333333333333334,13,98.32602739726028,0.0006519628966593088,0.0005165482604400658
0.17333333333333334,14,99.08493150684932,0.0022807356740365088,0.0022791141098458673
0.17333333333333334,15,102.24657534246576,0.0036142065658184516,0.0036140078952798032
0.17333333333333334,16,105.00821917808219,0.004317154367838506,0.004317154367526607
0.17333333333333334,17,109.24931506849315,0.0054795983644163005,0.005479594732341115
0.17333333333333334,18,112.28767123287672,0.0025997265565950727,0.002598157835256553
0.17333333333333334,19,113.24383561643836,0.00015038984609002797,0.0001286194858701032
0.17333333333333334,20,114.2,0.00192292914239104,0.001908019627680954
0.17333333333333334,21,116.2931506849315,0.0012791779249449358,0.0012746244206938897
0.17333333333333334,22,117.18630136986302,0.0011136805203557818,0.001051352683537669
0.17333333333333334,23,119.16164383561645,0.0028567099606206085,0.002856437722251357
0.18666666666666668,1,65.47123287671234,0.00309614434042555,0.0030960344306783204
0.18666666666666668,2,68.98082191780821,0.003739962824885642,0.003739962824611507
0.18666666666666668,3,73.18904109589042,0.006894115721201901,0.006894115721201872
0.18666666666666668,4,77.18082191780822,0.006640019702485251,0.006640019699465261
0.18666666666666668,5,81.18082191780822,0.0066403520631227834,0.00664035206028045
0.18666666666666668,6,85.17808219178082,0.006727065259610709,0.0067270652569654706
