t,model,s,i,r,R0,beta,gamma
0.07123287671232877,basic_sir_gamma_comparison,0.04164770668237451,0.5610489868162374,0.397303306501388,8.0,208.0,26.0
0.07397260273972603,basic_sir_gamma_comparison,0.030488759179804342,0.5332216823643724,0.4362895584558231,8.0,208.0,26.0
0.07671232876712329,basic_sir_gamma_comparison,0.022686482350661986,0.5040751912092015,0.4732383264401364,8.0,208.0,26.0
0.07945205479452055,basic_sir_gamma_comparison,0.01716524334731011,0.4747359760666405,0.5080987805860494,8.0,208.0,26.0
0.0821917808219178,basic_sir_gamma_comparison,0.013205092915033563,0.4459105352951256,0.5408843717898407,8.0,208.0,26.0
0.08493150684931507,basic_sir_gamma_comparison,0.01032421158700548,0.41802750287536633,0.571648285537628,8.0,208.0,26.0
0.08767123287671233,basic_sir_gamma_comparison,0.008198406831580901,0.3913342719909666,0.6004673211774524,8.0,208.0,26.0
0.09041095890410959,basic_sir_gamma_comparison,0.006607645029451232,0.36596093650998035,0.6274314184605683,8.0,208.0,26.0
0.09315068493150686,basic_sir_gamma_comparison,0.005400997499502659,0.3419621053319833,0.6526368971685138,8.0,208.0,26.0
0.0958904109589041,basic_sir_gamma_comparison,0.004473727688017782,0.3193441525455112,0.6761821197664708,8.0,208.0,26.0
0.09863013698630137,basic_sir_gamma_comparison,0.003752270659201806,0.29808299582075726,0.6981647335200407,8.0,208.0,26.0
0.10136986301369863,basic_sir_gamma_comparison,0.0031843224395501344,0.27813573303206035,0.7186799445283893,8.0,208.0,26.0
0.10410958904109589,basic_sir_gamma_comparison,0.002732244346420652,0.2594482872852617,0.7378194683683176,8.0,208.0,26.0
0.10684931506849316,basic_sir_gamma_comparison,0.002368630023922321,0.24196044406701644,0.7556709259090612,8.0,208.0,26.0
0.1095890410958904,basic_sir_gamma_comparison,0.002073294524427925,0.22560917285628415,0.7723175326192878,8.0,208.0,26.0
0.11232876712328767,basic_sir_gamma_comparison,0.0018312070131365173,0.21033081174466656,0.7878379812421968,8.0,208.0,26.0
0.11506849315068493,basic_sir_gamma_comparison,0.0016310558472870632,0.19606249290375713,0.8023064512489557,8.0,208.0,26.0
0.1178082191780822,basic_sir_gamma_comparison,0.0014642418100560995,0.18274305772482985,0.815792700465114,8.0,208.0,26.0
0.12054794520547946,basic_sir_gamma_comparison,0.0013241642512091152,0.17031362694702112,0.8283622088017697,8.0,208.0,26.0
0.12328767123287672,basic_sir_gamma_comparison,0.0012057096887092217,0.1587179365894947,0.840076353721796,8.0,208.0,26.0
0.12602739726027398,basic_sir_gamma_comparison,0.0011048817844428762,0.14790251461638934,0.8509926035991677,8.0,208.0,26.0
0.12876712328767123,basic_sir_gamma_comparison,0.0010185310251442231,0.1378167494144963,0.8611647195603594,8.0,208.0,26.0
0.1315068493150685,basic_sir_gamma_comparison,0.0009441554048640683,0.12841288516691768,0.8706429594282182,8.0,208.0,26.0
0.13424657534246576,basic_sir_gamma_comparison,0.0008797521450952327,0.11964596837751823,0.8794742794773864,8.0,208.0,26.0
0.136986301369863,basic_sir_gamma_comparison,0.000823706436127241,0.11147376240568672,0.887702531158186,8.0,208.0,26.0
0.13972602739726028,basic_sir_gamma_comparison,0.0007747072684361412,0.10385664177728665,0.8953686509542771,8.0,208.0,26.0
0.14246575342465753,basic_sir_gamma_comparison,0.0007316832547813479,0.09675747450120938,0.9025108422440091,8.0,208.0,26.0
0.1452054794520548,basic_sir_gamma_comparison,0.0006937533243046322,0.09014149814740174,0.9091647485282934,8.0,208.0,26.0
0.14794520547945206,basic_sir_gamma_comparison,0.0006601885672516262,0.08397619370053183,0.9153636177322163,8.0,208.0,26.0
0.1506849315068493,basic_sir_gamma_comparison,0.0006303825030760166,0.07823115996981167,0.9211384575271121,8.0,208.0,26.0
0.15342465753424658,basic_sir_gamma_comparison,0.0006038277577646925,0.07287799045739046,0.9265181817848447,8.0,208.0,26.0
0.15616438356164383,basic_sir_gamma_comparison,0.0005800976517486907,0.06789015396028,0.9315297483879712,8.0,208.0,26.0
0.1589041095890411,basic_sir_gamma_comparison,0.0005588315753210376,0.06324287973129415,0.9361982886933847,8.0,208.0,26.0
0.16164383561643836,basic_sir_gamma_comparison,0.0005397233040935013,0.05891304770218842,0.940547228993718,8.0,208.0,26.0
0.1643835616438356,basic_sir_gamma_comparison,0.0005225116107309012,0.0548790840413139,0.9445984043479551,8.0,208.0,26.0
0.16712328767123288,basic_sir_gamma_comparison,0.0005069726808000132,0.051120862153307835,0.9483721651658921,8.0,208.0,26.0
0.16986301369863013,basic_sir_gamma_comparison,0.0004929139541393539,0.04761960911151553,0.9518874769343451,8.0,208.0,26.0
0.1726027397260274,basic_sir_gamma_comparison,0.00048016909878175525,0.04435781743196794,0.9551620134692502,8.0,208.0,26.0
0.17534246575342466,basic_sir_gamma_comparison,0.0004685938894188133,0.04131916204141322,0.9582122440691678,8.0,208.0,26.0
0.1780821917808219,basic_sir_gamma_comparison,0.00045806281196842324,0.03848842225426828,0.9610535149337631,8.0,208.0,26.0
0.18082191780821918,basic_sir_gamma_comparison,0.0004484662538558913,0.035851408549418255,0.9637001251967257,8.0,208.0,26.0
0.18356164383561643,basic_sir_gamma_comparison,0.00043970816898661574,0.03339489392386246,0.9661653979071507,8.0,208.0,26.0
0.1863013698630137,basic_sir_gamma_comparison,0.0004317041291769299,0.031106549593575065,0.9684617462772478,8.0,208.0,26.0
0.18904109589041096,basic_sir_gamma_comparison,0.00042437969158507573,0.02897488481060559,0.9706007354978091,8.0,208.0,26.0
0.1917808219178082,basic_sir_gamma_comparison,0.00041766902561886674,0.02698919056789316,0.9725931404064877,8.0,208.0,26.0
0.19452054794520549,basic_sir_gamma_comparison,0.0004115137537732973,0.02513948696840206,0.9744489992778244,8.0,208.0,26.0
0.19726027397260273,basic_sir_gamma_comparison,0.0004058619695385614,0.023416474042170985,0.9761776639882901,8.0,208.0,26.0
0.2,basic_sir_gamma_comparison,0.00040066740242536354,0.0218114858030906,0.9777878467944837,8.0,208.0,26.0
0.20273972602739726,basic_sir_gamma_comparison,0.00039588870566914703,0.020316447346222333,0.9792876639481083,8.0,208.0,26.0
0.2054794520547945,basic_sir_gamma_comparison,0.00039148884659701634,0.018923834795902837,0.9806846763574999,8.0,208.0,26.0
0.20821917808219179,basic_sir_gamma_comparison,0.0003874345832017125,0.01762663792449368,0.9819859274923043,8.0,208.0,26.0
0.21095890410958903,basic_sir_gamma_comparison,0.00038369601334522737,0.01641832527124622,0.9831979787154083,8.0,208.0,26.0
0.2136986301369863,basic_sir_gamma_comparison,0.00038024618535022745,0.015292811600224832,0.9843269422144246,8.0,208.0,26.0
0.21643835616438356,basic_sir_gamma_comparison,0.00037706076063973926,0.014244427545471755,0.9853785116938882,8.0,208.0,26.0
0.2191780821917808,basic_sir_gamma_comparison,0.0003741177206404853,0.013267891300535118,0.9863579909788242,8.0,208.0,26.0
0.2219178082191781,basic_sir_gamma_comparison,0.00037139711144070376,0.012358282218076428,0.9872703206704826,8.0,208.0,26.0
0.22465753424657534,basic_sir_gamma_comparison,0.000368880820742993,0.011511016193493945,0.9881201029857628,8.0,208.0,26.0
0.2273972602739726,basic_sir_gamma_comparison,0.00036655238251947234,0.01072182271433035,0.9889116249031499,8.0,208.0,26.0
0.23013698630136986,basic_sir_gamma_comparison,0.0003643968054944911,0.009986723464670113,0.9896488797298351,8.0,208.0,26.0
0.23287671232876714,basic_sir_gamma_comparison,0.0003624004221766202,0.009302012380774154,0.990335587197049,8.0,208.0,26.0
0.2356164383561644,basic_sir_gamma_comparison,0.0003605507556587362,0.00866423706085406,0.9909752121834869,8.0,208.0,26.0
0.23835616438356164,basic_sir_gamma_comparison,0.000358836401820426,0.008070181438163054,0.9915709821600163,8.0,208.0,26.0
0.2410958904109589,basic_sir_gamma_comparison,0.0003572469249150783,0.007516849632490222,0.9921259034425944,8.0,208.0,26.0
0.24383561643835616,basic_sir_gamma_comparison,0.0003557727648165819,0.0070014509007003,0.992642776334483,8.0,208.0,26.0
0.24657534246575344,basic_sir_gamma_comparison,0.0003544051544470329,0.00652138561218,0.9931242092333729,8.0,208.0,26.0
0.2493150684931507,basic_sir_gamma_comparison,0.0003531360461150601,0.006074232179948642,0.9935726317739363,8.0,208.0,26.0
0.25205479452054796,basic_sir_gamma_comparison,0.0003519580456706805,0.0056577348827813595,0.993990307071548,8.0,208.0,26.0
0.2547945205479452,basic_sir_gamma_comparison,0.00035086435353225425,0.005269792517994238,0.9943793431284735,8.0,208.0,26.0
0.25753424657534246,basic_sir_gamma_comparison,0.00034984871176844327,0.004908447828567089,0.9947417034596645,8.0,208.0,26.0
0.2602739726027397,basic_sir_gamma_comparison,0.00034890535652666723,0.004571877652047683,0.9950792169914257,8.0,208.0,26.0
0.263013698630137,basic_sir_gamma_comparison,0.0003480289751923661,0.004258383742205065,0.9953935872826026,8.0,208.0,26.0
0.26575342465753427,basic_sir_gamma_comparison,0.00034721466774288387,0.003966384217694263,0.9956864011145629,8.0,208.0,26.0
0.2684931506849315,basic_sir_gamma_comparison,0.0003464579118280358,0.0036944055950734237,0.9959591364930985,8.0,208.0,26.0
0.27123287671232876,basic_sir_gamma_comparison,0.0003457545311681349,0.0034410753663910365,0.9962131701024408,8.0,208.0,26.0
0.273972602739726,basic_sir_gamma_comparison,0.00034510066691086094,0.003205115084247094,0.996449784248842,8.0,208.0,26.0
0.2767123287671233,basic_sir_gamma_comparison,0.0003444927516320721,0.002985333919740582,0.9966701733286273,8.0,208.0,26.0
0.27945205479452057,basic_sir_gamma_comparison,0.0003439274857034938,0.0027806226610572393,0.9968754498532392,8.0,208.0,26.0
0.2821917808219178,basic_sir_gamma_comparison,0.00034340181578302887,0.002589948122636881,0.9970666500615799,8.0,208.0,26.0
0.28493150684931506,basic_sir_gamma_comparison,0.00034291291521194053,0.00241234793689908,0.9972447391478888,8.0,208.0,26.0
0.2876712328767123,basic_sir_gamma_comparison,0.00034245816612797755,0.002246925702408484,0.9974106161314634,8.0,208.0,26.0
0.2904109589041096,basic_sir_gamma_comparison,0.0003420351431251537,0.0020928464641360805,0.9975651183927386,8.0,208.0,26.0
0.29315068493150687,basic_sir_gamma_comparison,0.0003416415983098069,0.001949332503128201,0.9977090258985619,8.0,208.0,26.0
0.2958904109589041,basic_sir_gamma_comparison,0.00034127544761912063,0.0018156594144389713,0.9978430651379419,8.0,208.0,26.0
0.29863013698630136,basic_sir_gamma_comparison,0.0003409347582828091,0.0016911524536217808,0.9979679127880954,8.0,208.0,26.0
0.3013698630136986,basic_sir_gamma_comparison,0.00034061773732142764,0.0015751831334177206,0.9980841991292608,8.0,208.0,26.0
0.3041095890410959,basic_sir_gamma_comparison,0.00034032272098599595,0.0014671660535306456,0.9981925112254834,8.0,208.0,26.0
0.30684931506849317,basic_sir_gamma_comparison,0.0003400481650535261,0.0013665559475453876,0.9982933958874011,8.0,208.0,26.0
0.3095890410958904,basic_sir_gamma_comparison,0.0003397926359017906,0.0012728449321333594,0.9983873624319648,8.0,208.0,26.0
0.31232876712328766,basic_sir_gamma_comparison,0.000339554802294407,0.0011855599447038105,0.9984748852530017,8.0,208.0,26.0
0.3150684931506849,basic_sir_gamma_comparison,0.00033933342781417334,0.001104260356603987,0.9985564062155817,8.0,208.0,26.0
0.3178082191780822,basic_sir_gamma_comparison,0.0003391273638886812,0.0010285357498523412,0.9986323368862589,8.0,208.0,26.0
0.32054794520547947,basic_sir_gamma_comparison,0.00033893554335764887,0.00095800384620985,0.9987030606104325,8.0,208.0,26.0
0.3232876712328767,basic_sir_gamma_comparison,0.0003387569745362448,0.000892308578159526,0.9987689344473042,8.0,208.0,26.0
0.32602739726027397,basic_sir_gamma_comparison,0.0003385907357329782,0.0008311182920772133,0.9988302909721898,8.0,208.0,26.0
0.3287671232876712,basic_sir_gamma_comparison,0.00033843597018458316,0.0007741240745410819,0.9988874399552743,8.0,208.0,26.0
0.3315068493150685,basic_sir_gamma_comparison,0.00033829188137376976,0.0007210381933463448,0.9989406699252799,8.0,208.0,26.0
