t,model,s,i,r,R0,beta,gamma
0.3643835616438356,basic_sir,0.0003364759005120737,2.4235740014355438e-08,0.9996634998637478,8.0,416.0,52.0
0.36712328767123287,basic_sir,0.000336475891847981,2.102571416464313e-08,0.9996635030824377,8.0,416.0,52.0
0.3698630136986301,basic_sir,0.0003364758843314483,1.8240856514690695e-08,0.9996635058748119,8.0,416.0,52.0
0.3726027397260274,basic_sir,0.0003364758778104812,1.582485349992977e-08,0.9996635082973359,8.0,416.0,52.0
0.37534246575342467,basic_sir,0.0003364758721532168,1.3728850292244712e-08,0.9996635103989963,8.0,416.0,52.0
0.3780821917808219,basic_sir,0.00033647586724525763,1.1910462889692551e-08,0.9996635122222917,8.0,416.0,52.0
0.38082191780821917,basic_sir,0.00033647586298735815,1.0332921055023706e-08,0.9996635138040914,8.0,416.0,52.0
0.3835616438356164,basic_sir,0.00033647585929341787,8.964324772068138e-09,0.9996635151763815,8.0,416.0,52.0
0.3863013698630137,basic_sir,0.00033647585608874035,7.77699918453645e-09,0.9996635163669118,8.0,416.0,52.0
0.38904109589041097,basic_sir,0.00033647585330852267,6.746934973231815e-09,0.9996635173997562,8.0,416.0,52.0
0.3917808219178082,basic_sir,0.0003364758508965451,5.8533028553477244e-09,0.9996635182958004,8.0,416.0,52.0
0.39452054794520547,basic_sir,0.00033647584880403415,5.078032388375424e-09,0.9996635190731633,8.0,416.0,52.0
0.3972602739726027,basic_sir,0.00033647584698867644,4.4054465614697125e-09,0.9996635197475645,8.0,416.0,52.0
0.4,basic_sir,0.00033647584541376306,3.821944785219628e-09,0.9996635203326413,8.0,416.0,52.0
0.40273972602739727,basic_sir,0.0003364758440474471,3.3157278694512053e-09,0.9996635208402246,8.0,416.0,52.0
0.4054794520547945,basic_sir,0.00033647584286209976,2.87655942774372e-09,0.9996635212805783,8.0,416.0,52.0
0.40821917808219177,basic_sir,0.0003364758418337518,2.4955588839383272e-09,0.9996635216626073,8.0,416.0,52.0
0.410958904109589,basic_sir,0.0003364758409416086,2.1650218949523324e-09,0.9996635219940365,8.0,416.0,52.0
0.4136986301369863,basic_sir,0.00033647584016762984,1.878264558607133e-09,0.9996635222815679,8.0,416.0,52.0
0.41643835616438357,basic_sir,0.0003364758394961646,1.6294882561427543e-09,0.9996635225310155,8.0,416.0,52.0
0.4191780821917808,basic_sir,0.00033647583891363504,1.4136623963528885e-09,0.9996635227474239,8.0,416.0,52.0
0.42191780821917807,basic_sir,0.0003364758384082616,1.2264226902693782e-09,0.999663522935169,8.0,416.0,52.0
0.4246575342465753,basic_sir,0.00033647583796982486,1.063982899373454e-09,0.9996635230980473,8.0,416.0,52.0
0.4273972602739726,basic_sir,0.00033647583758945914,9.230582727639846e-10,0.9996635232393523,8.0,416.0,52.0
0.4301369863013699,basic_sir,0.0003364758372594729,8.007991250793842e-10,0.9996635233619414,8.0,416.0,52.0
0.4328767123287671,basic_sir,0.00033647583697319337,6.947332120294535e-10,0.9996635234682937,8.0,416.0,52.0
0.43561643835616437,basic_sir,0.0003364758367248316,6.027157382930065e-10,0.9996635235605595,8.0,416.0,52.0
0.4383561643835616,basic_sir,0.00033647583650936534,5.228859868737458e-10,0.9996635236406047,8.0,416.0,52.0
0.4410958904109589,basic_sir,0.0003364758363224376,4.5362969290168303e-10,0.999663523710048,8.0,416.0,52.0
0.4438356164383562,basic_sir,0.00033647583616026845,3.9354640102780545e-10,0.9996635237702934,8.0,416.0,52.0
0.4465753424657534,basic_sir,0.00033647583601957863,3.414211463346141e-10,0.9996635238225593,8.0,416.0,52.0
0.44931506849315067,basic_sir,0.00033647583589752316,2.9619988611251106e-10,0.9996635238679027,8.0,416.0,52.0
0.452054794520548,basic_sir,0.00033647583579163396,2.5696818569951053e-10,0.9996635239072403,8.0,416.0,52.0
0.4547945205479452,basic_sir,0.00033647583569976984,2.2293272738332013e-10,0.9996635239413677,8.0,416.0,52.0
0.4575342465753425,basic_sir,0.0003364758356200731,1.934052684509246e-10,0.9996635239709748,8.0,416.0,52.0
0.4602739726027397,basic_sir,0.0003364758355509322,1.6778872399589068e-10,0.9996635239966605,8.0,416.0,52.0
0.46301369863013697,basic_sir,0.000336475835490949,1.4556509305903826e-10,0.9996635240189441,8.0,416.0,52.0
0.4657534246575343,basic_sir,0.0003364758354389106,1.2628498395281915e-10,0.9996635240382763,8.0,416.0,52.0
0.4684931506849315,basic_sir,0.00033647583539376467,1.0955852695738539e-10,0.9996635240550479,8.0,416.0,52.0
0.4712328767123288,basic_sir,0.00033647583535459835,9.504749063084163e-11,0.9996635240695981,8.0,416.0,52.0
0.473972602739726,basic_sir,0.0003364758353206196,8.245844231488695e-11,0.9996635240822213,8.0,416.0,52.0
0.4767123287671233,basic_sir,0.00033647583529114136,7.153681453207121e-11,0.9996635240931724,8.0,416.0,52.0
0.4794520547945206,basic_sir,0.0003364758352655675,6.206175728924569e-11,0.999663524102673,8.0,416.0,52.0
0.4821917808219178,basic_sir,0.0003364758352433809,5.384167219386571e-11,0.9996635241109153,8.0,416.0,52.0
0.4849315068493151,basic_sir,0.0003364758352241329,4.671033807697161e-11,0.9996635241180659,8.0,416.0,52.0
0.4876712328767123,basic_sir,0.0003364758352074343,4.0523549777741164e-11,0.9996635241242694,8.0,416.0,52.0
0.4904109589041096,basic_sir,0.0003364758351929474,3.515620212131643e-11,0.9996635241296512,8.0,416.0,52.0
0.4931506849315069,basic_sir,0.0003364758351803793,3.049976012401856e-11,0.9996635241343202,8.0,416.0,52.0
0.4958904109589041,basic_sir,0.0003364758351694759,2.646006427010012e-11,0.9996635241383709,8.0,416.0,52.0
0.4986301369863014,basic_sir,0.0003364758351600166,2.2955426479779577e-11,0.999663524141885,8.0,416.0,52.0
0.5013698630136987,basic_sir,0.0003364758351518102,1.9914978266474357e-11,0.9996635241449335,8.0,416.0,52.0
0.5041095890410959,basic_sir,0.00033647583514469074,1.727723768075042e-11,0.9996635241475783,8.0,416.0,52.0
0.5068493150684932,basic_sir,0.00033647583513851426,1.4988866062668582e-11,0.9996635241498729,8.0,416.0,52.0
0.5095890410958904,basic_sir,0.00033647583513315586,1.3003589462390168e-11,0.9996635241518635,8.0,416.0,52.0
0.5123287671232877,basic_sir,0.0003364758351285072,1.1281262918715993e-11,0.9996635241535905,8.0,416.0,52.0
0.5150684931506849,basic_sir,0.0003364758351244742,9.78705867401347e-12,0.9996635241550887,8.0,416.0,52.0
0.5178082191780822,basic_sir,0.0003364758351209754,8.4907619101465e-12,0.9996635241563886,8.0,416.0,52.0
0.5205479452054794,basic_sir,0.00033647583511794006,7.36615976424207e-12,0.9996635241575162,8.0,416.0,52.0
0.5232876712328767,basic_sir,0.0003364758351153067,6.390511269371162e-12,0.9996635241584945,8.0,416.0,52.0
0.526027397260274,basic_sir,0.00033647583511302217,5.544087501632066e-12,0.9996635241593432,8.0,416.0,52.0
0.5287671232876713,basic_sir,0.00033647583511104025,4.809772634792264e-12,0.9996635241600795,8.0,416.0,52.0
0.5315068493150685,basic_sir,0.0003364758351093208,4.172717835277007e-12,0.9996635241607184,8.0,416.0,52.0
0.5342465753424658,basic_sir,0.0003364758351078291,3.6200409987967787e-12,0.9996635241612725,8.0,416.0,52.0
0.536986301369863,basic_sir,0.000336475835106535,3.14056625688413e-12,0.9996635241617532,8.0,416.0,52.0
0.5397260273972603,basic_sir,0.00033647583510541226,2.7245979858121702e-12,0.9996635241621703,8.0,416.0,52.0
0.5424657534246575,basic_sir,0.0003364758351044382,2.3637247480512593e-12,0.9996635241625321,8.0,416.0,52.0
0.5452054794520548,basic_sir,0.0003364758351035932,2.0506492016966338e-12,0.9996635241628461,8.0,416.0,52.0
0.547945205479452,basic_sir,0.00033647583510286005,1.7790405384069896e-12,0.9996635241631184,8.0,416.0,52.0
0.5506849315068493,basic_sir,0.00033647583510222406,1.543406465950799e-12,0.9996635241633547,8.0,416.0,52.0
0.5534246575342466,basic_sir,0.0003364758351016723,1.3389821466753826e-12,0.9996635241635596,8.0,416.0,52.0
0.5561643835616439,basic_sir,0.00033647583510119363,1.1616338460853506e-12,0.9996635241637374,8.0,416.0,52.0
