t,model,s,i,r,R0,beta,gamma,beta0,mu
4.457534246575342,basic_sir,3.143105854347153e-07,4.223453295003295e-101,0.9999996856894146,15.0,780.0,52.0,,
4.46027397260274,basic_sir,3.143105854347153e-07,3.6626541436136144e-101,0.9999996856894146,15.0,780.0,52.0,,
4.463013698630137,basic_sir,3.143105854347153e-07,3.176319101622625e-101,0.9999996856894146,15.0,780.0,52.0,,
4.465753424657534,basic_sir,3.143105854347153e-07,2.7545606655011218e-101,0.9999996856894146,15.0,780.0,52.0,,
4.468493150684932,basic_sir,3.143105854347153e-07,2.388804215561922e-101,0.9999996856894146,15.0,780.0,52.0,,
4.471232876712329,basic_sir,3.143105854347153e-07,2.0716136884385076e-101,0.9999996856894146,15.0,780.0,52.0,,
4.473972602739726,basic_sir,3.143105854347153e-07,1.7965403971443858e-101,0.9999996856894146,15.0,780.0,52.0,,
4.476712328767123,basic_sir,3.143105854347153e-07,1.557991925128014e-101,0.9999996856894146,15.0,780.0,52.0,,
4.47945205479452,basic_sir,3.143105854347153e-07,1.3511184288548458e-101,0.9999996856894146,15.0,780.0,52.0,,
4.482191780821918,basic_sir,3.143105854347153e-07,1.1717140373761508e-101,0.9999996856894146,15.0,780.0,52.0,,
4.484931506849315,basic_sir,3.143105854347153e-07,1.0161313442730159e-101,0.9999996856894146,15.0,780.0,52.0,,
4.487671232876712,basic_sir,3.143105854347153e-07,8.812072535430585e-102,0.9999996856894146,15.0,780.0,52.0,,
4.49041095890411,basic_sir,3.143105854347153e-07,7.641986718286507e-102,0.9999996856894146,15.0,780.0,52.0,,
4.493150684931507,basic_sir,3.143105854347153e-07,6.6272673956846604e-102,0.9999996856894146,15.0,780.0,52.0,,
4.495890410958904,basic_sir,3.143105854347153e-07,5.7472846725586665e-102,0.9999996856894146,15.0,780.0,52.0,,
4.498630136986302,basic_sir,3.143105854347153e-07,4.984147935382246e-102,0.9999996856894146,15.0,780.0,52.0,,
4.501369863013698,basic_sir,3.143105854347153e-07,4.3223421245143964e-102,0.9999996856894146,15.0,780.0,52.0,,
4.504109589041096,basic_sir,3.143105854347153e-07,3.7484123030786305e-102,0.9999996856894146,15.0,780.0,52.0,,
4.506849315068493,basic_sir,3.143105854347153e-07,3.2506901094623065e-102,0.9999996856894146,15.0,780.0,52.0,,
4.50958904109589,basic_sir,3.143105854347153e-07,2.819056532035504e-102,0.9999996856894146,15.0,780.0,52.0,,
4.512328767123288,basic_sir,3.143105854347153e-07,2.4447361831505256e-102,0.9999996856894146,15.0,780.0,52.0,,
4.515068493150685,basic_sir,3.143105854347153e-07,2.1201188898790508e-102,0.9999996856894146,15.0,780.0,52.0,,
4.517808219178082,basic_sir,3.143105854347153e-07,1.8386049743123637e-102,0.9999996856894146,15.0,780.0,52.0,,
4.52054794520548,basic_sir,3.143105854347153e-07,1.5944710778738537e-102,0.9999996856894146,15.0,780.0,52.0,,
4.523287671232877,basic_sir,3.143105854347153e-07,1.3827538017659506e-102,0.9999996856894146,15.0,780.0,52.0,,
4.526027397260274,basic_sir,3.143105854347153e-07,1.1991487978871613e-102,0.9999996856894146,15.0,780.0,52.0,,
4.528767123287671,basic_sir,3.143105854347153e-07,1.0399232586724437e-102,0.9999996856894146,15.0,780.0,52.0,,
4.531506849315068,basic_sir,3.143105854347153e-07,9.01840026720084e-103,0.9999996856894146,15.0,780.0,52.0,,
4.534246575342466,basic_sir,3.143105854347153e-07,7.820917813038943e-103,0.9999996856894146,15.0,780.0,52.0,,
4.536986301369863,basic_sir,3.143105854347153e-07,6.782439637411988e-103,0.9999996856894146,15.0,780.0,52.0,,
4.53972602739726,basic_sir,3.143105854347153e-07,5.881852812523374e-103,0.9999996856894146,15.0,780.0,52.0,,
4.542465753424658,basic_sir,3.143105854347153e-07,5.100847830234459e-103,0.9999996856894146,15.0,780.0,52.0,,
4.545205479452055,basic_sir,3.143105854347153e-07,4.42354635801322e-103,0.9999996856894146,15.0,780.0,52.0,,
4.5479452054794525,basic_sir,3.143105854347153e-07,3.8361784222433067e-103,0.9999996856894146,15.0,780.0,52.0,,
4.550684931506849,basic_sir,3.143105854347153e-07,3.326802455823126e-103,0.9999996856894146,15.0,780.0,52.0,,
4.553424657534246,basic_sir,3.143105854347153e-07,2.8850625184420363e-103,0.9999996856894146,15.0,780.0,52.0,,
4.556164383561644,basic_sir,3.143105854347153e-07,2.5019777536684734e-103,0.9999996856894146,15.0,780.0,52.0,,
4.558904109589041,basic_sir,3.143105854347153e-07,2.1697598023741777e-103,0.9999996856894146,15.0,780.0,52.0,,
4.561643835616438,basic_sir,3.143105854347153e-07,1.881654460394794e-103,0.9999996856894146,15.0,780.0,52.0,,
4.564383561643836,basic_sir,3.143105854347153e-07,1.6318043612244223e-103,0.9999996856894146,15.0,780.0,52.0,,
4.567123287671233,basic_sir,3.143105854347153e-07,1.4151298919953452e-103,0.9999996856894146,15.0,780.0,52.0,,
4.5698630136986305,basic_sir,3.143105854347153e-07,1.2272259216883785e-103,0.9999996856894146,15.0,780.0,52.0,,
4.572602739726028,basic_sir,3.143105854347153e-07,1.064272241992076e-103,0.9999996856894146,15.0,780.0,52.0,,
4.575342465753424,basic_sir,3.143105854347153e-07,9.229559000160242e-104,0.9999996856894146,15.0,780.0,52.0,,
4.578082191780822,basic_sir,3.143105854347153e-07,8.004038438321803e-104,0.9999996856894146,15.0,780.0,52.0,,
4.580821917808219,basic_sir,3.143105854347153e-07,6.941245114855502e-104,0.9999996856894146,15.0,780.0,52.0,,
4.583561643835616,basic_sir,3.143105854347153e-07,6.01957175940392e-104,0.9999996856894146,15.0,780.0,52.0,,
4.586301369863014,basic_sir,3.143105854347153e-07,5.2202801611289186e-104,0.9999996856894146,15.0,780.0,52.0,,
4.589041095890411,basic_sir,3.143105854347153e-07,4.527120208859292e-104,0.9999996856894146,15.0,780.0,52.0,,
4.5917808219178085,basic_sir,3.143105854347153e-07,3.9259995159014733e-104,0.9999996856894146,15.0,780.0,52.0,,
4.594520547945206,basic_sir,3.143105854347153e-07,3.404696912773687e-104,0.9999996856894146,15.0,780.0,52.0,,
4.597260273972603,basic_sir,3.143105854347153e-07,2.952613982986948e-104,0.9999996856894146,15.0,780.0,52.0,,
4.6,basic_sir,3.143105854347153e-07,2.5605595904359842e-104,0.9999996856894146,15.0,780.0,52.0,,
4.602739726027397,basic_sir,3.143105854347153e-07,2.220563017702939e-104,0.9999996856894146,15.0,780.0,52.0,,
4.605479452054794,basic_sir,3.143105854347153e-07,1.925711916257494e-104,0.9999996856894146,15.0,780.0,52.0,,
4.608219178082192,basic_sir,3.143105854347153e-07,1.6700117739744346e-104,0.9999996856894146,15.0,780.0,52.0,,
4.610958904109589,basic_sir,3.143105854347153e-07,1.4482640428550578e-104,0.9999996856894146,15.0,780.0,52.0,,
4.6136986301369864,basic_sir,3.143105854347153e-07,1.255960449209974e-104,0.9999996856894146,15.0,780.0,52.0,,
4.616438356164384,basic_sir,3.143105854347153e-07,1.0891913375616339e-104,0.9999996856894146,15.0,780.0,52.0,,
4.619178082191781,basic_sir,3.143105854347153e-07,9.445661848392859e-105,0.9999996856894146,15.0,780.0,52.0,,
4.6219178082191785,basic_sir,3.143105854347153e-07,8.191446688689416e-105,0.9999996856894146,15.0,780.0,52.0,,
4.624657534246575,basic_sir,3.143105854347153e-07,7.10376889736537e-105,0.9999996856894146,15.0,780.0,52.0,,
4.627397260273972,basic_sir,3.143105854347153e-07,6.160515286860416e-105,0.9999996856894146,15.0,780.0,52.0,,
4.63013698630137,basic_sir,3.143105854347153e-07,5.342508905901543e-105,0.9999996856894146,15.0,780.0,52.0,,
4.632876712328767,basic_sir,3.143105854347153e-07,4.633119159774599e-105,0.9999996856894146,15.0,780.0,52.0,,
4.635616438356164,basic_sir,3.143105854347153e-07,4.01792369966076e-105,0.9999996856894146,15.0,780.0,52.0,,
4.638356164383562,basic_sir,3.143105854347153e-07,3.4844152070289072e-105,0.9999996856894146,15.0,780.0,52.0,,
4.641095890410959,basic_sir,3.143105854347153e-07,3.0217471118228056e-105,0.9999996856894146,15.0,780.0,52.0,,
4.6438356164383565,basic_sir,3.143105854347153e-07,2.6205130747306245e-105,0.9999996856894146,15.0,780.0,52.0,,
4.646575342465754,basic_sir,3.143105854347153e-07,2.2725557502698247e-105,0.9999996856894146,15.0,780.0,52.0,,
4.64931506849315,basic_sir,3.143105854347153e-07,1.9708009427182765e-105,0.9999996856894146,15.0,780.0,52.0,,
4.652054794520548,basic_sir,3.143105854347153e-07,1.7091137831746953e-105,0.9999996856894146,15.0,780.0,52.0,,
4.654794520547945,basic_sir,3.143105854347153e-07,1.4821740037371611e-105,0.9999996856894146,15.0,780.0,52.0,,
4.657534246575342,basic_sir,3.143105854347153e-07,1.285367773041766e-105,0.9999996856894146,15.0,780.0,52.0,,
4.66027397260274,basic_sir,3.143105854347153e-07,1.1146938941099753e-105,0.9999996856894146,15.0,780.0,52.0,,
4.663013698630137,basic_sir,3.143105854347153e-07,9.666824574461198e-106,0.9999996856894146,15.0,780.0,52.0,,
4.6657534246575345,basic_sir,3.143105854347153e-07,8.383242955503927e-106,0.9999996856894146,15.0,780.0,52.0,,
4.668493150684932,basic_sir,3.143105854347153e-07,7.270098046123213e-106,0.9999996856894146,15.0,780.0,52.0,,
4.671232876712329,basic_sir,3.143105854347153e-07,6.304758895904793e-106,0.9999996856894146,15.0,780.0,52.0,,
4.673972602739726,basic_sir,3.143105854347153e-07,5.46759954037885e-106,0.9999996856894146,15.0,780.0,52.0,,
4.676712328767123,basic_sir,3.143105854347153e-07,4.74159999256553e-106,0.9999996856894146,15.0,780.0,52.0,,
4.67945205479452,basic_sir,3.143105854347153e-07,4.1120002157179943e-106,0.9999996856894146,15.0,780.0,52.0,,
4.682191780821918,basic_sir,3.143105854347153e-07,3.5660000423013648e-106,0.9999996856894146,15.0,780.0,52.0,,
4.684931506849315,basic_sir,3.143105854347153e-07,3.092498938372001e-106,0.9999996856894146,15.0,780.0,52.0,,
4.6876712328767125,basic_sir,3.143105854347153e-07,2.681870322598199e-106,0.9999996856894146,15.0,780.0,52.0,,
4.69041095890411,basic_sir,3.143105854347153e-07,2.325765851683465e-106,0.9999996856894146,15.0,780.0,52.0,,
4.693150684931507,basic_sir,3.143105854347153e-07,2.0169456931894035e-106,0.9999996856894146,15.0,780.0,52.0,,
4.695890410958905,basic_sir,3.143105854347153e-07,1.7491313350957843e-106,0.9999996856894146,15.0,780.0,52.0,,
4.698630136986301,basic_sir,3.143105854347153e-07,1.5168779396217488e-106,0.9999996856894146,15.0,780.0,52.0,,
4.701369863013698,basic_sir,3.143105854347153e-07,1.3154636461789846e-106,0.9999996856894146,15.0,780.0,52.0,,
4.704109589041096,basic_sir,3.143105854347153e-07,1.140793572915969e-106,0.9999996856894146,15.0,780.0,52.0,,
4.706849315068493,basic_sir,3.143105854347153e-07,9.893165651415578e-107,0.9999996856894146,15.0,780.0,52.0,,
4.7095890410958905,basic_sir,3.143105854347153e-07,8.579529980710934e-107,0.9999996856894146,15.0,780.0,52.0,,
4.712328767123288,basic_sir,3.143105854347153e-07,7.440321660780583e-107,0.9999996856894146,15.0,780.0,52.0,,
4.715068493150685,basic_sir,3.143105854347153e-07,6.452379855346518e-107,0.9999996856894146,15.0,780.0,52.0,,
4.717808219178083,basic_sir,3.143105854347153e-07,5.595619073451955e-107,0.9999996856894146,15.0,780.0,52.0,,
4.720547945205479,basic_sir,3.143105854347153e-07,4.85262081853971e-107,0.9999996856894146,15.0,780.0,52.0,,
4.723287671232876,basic_sir,3.143105854347153e-07,4.20827945923723e-107,0.9999996856894146,15.0,780.0,52.0,,
4.726027397260274,basic_sir,3.143105854347153e-07,3.649495122177568e-107,0.9999996856894146,15.0,780.0,52.0,,
4.728767123287671,basic_sir,3.143105854347153e-07,3.1649073631654583e-107,0.9999996856894146,15.0,780.0,52.0,,
4.7315068493150685,basic_sir,3.143105854347153e-07,2.7446642020560476e-107,0.9999996856894146,15.0,780.0,52.0,,
4.734246575342466,basic_sir,3.143105854347153e-07,2.3802218256756397e-107,0.9999996856894146,15.0,780.0,52.0,,
4.736986301369863,basic_sir,3.143105854347153e-07,2.0641708866165272e-107,0.9999996856894146,15.0,780.0,52.0,,
4.739726027397261,basic_sir,3.143105854347153e-07,1.790085866448942e-107,0.9999996856894146,15.0,780.0,52.0,,
4.742465753424658,basic_sir,3.143105854347153e-07,1.552394440807536e-107,0.9999996856894146,15.0,780.0,52.0,,
4.745205479452054,basic_sir,3.143105854347153e-07,1.3462641904608275e-107,0.9999996856894146,15.0,780.0,52.0,,
4.747945205479452,basic_sir,3.143105854347153e-07,1.167504355126563e-107,0.9999996856894146,15.0,780.0,52.0,,
4.750684931506849,basic_sir,3.143105854347153e-07,1.0124806326259873e-107,0.9999996856894146,15.0,780.0,52.0,,
4.7534246575342465,basic_sir,3.143105854347153e-07,8.780412911878106e-108,0.9999996856894146,15.0,780.0,52.0,,
4.756164383561644,basic_sir,3.143105854347153e-07,7.614530927186147e-108,0.9999996856894146,15.0,780.0,52.0,,
4.758904109589041,basic_sir,3.143105854347153e-07,6.6034572431824656e-108,0.9999996856894146,15.0,780.0,52.0,,
4.761643835616439,basic_sir,3.143105854347153e-07,5.726636082973122e-108,0.9999996856894146,15.0,780.0,52.0,,
4.764383561643836,basic_sir,3.143105854347153e-07,4.966241109634996e-108,0.9999996856894146,15.0,780.0,52.0,,
4.767123287671233,basic_sir,3.143105854347153e-07,4.3068130053453576e-108,0.9999996856894146,15.0,780.0,52.0,,
4.76986301369863,basic_sir,3.143105854347153e-07,3.734945173529047e-108,0.9999996856894146,15.0,780.0,52.0,,
4.772602739726027,basic_sir,3.143105854347153e-07,3.239011174145153e-108,0.9999996856894146,15.0,780.0,52.0,,
4.7753424657534245,basic_sir,3.143105854347153e-07,2.8089283507003454e-108,0.9999996856894146,15.0,780.0,52.0,,
4.778082191780822,basic_sir,3.143105854347153e-07,2.4359528433706406e-108,0.9999996856894146,15.0,780.0,52.0,,
4.780821917808219,basic_sir,3.143105854347153e-07,2.112501820719645e-108,0.9999996856894146,15.0,780.0,52.0,,
4.7835616438356166,basic_sir,3.143105854347153e-07,1.8319993158688586e-108,0.9999996856894146,15.0,780.0,52.0,,
4.786301369863014,basic_sir,3.143105854347153e-07,1.5887425328706395e-108,0.9999996856894146,15.0,780.0,52.0,,
4.789041095890411,basic_sir,3.143105854347153e-07,1.3777859052065823e-108,0.9999996856894146,15.0,780.0,52.0,,
4.791780821917809,basic_sir,3.143105854347153e-07,1.1948405492461796e-108,0.9999996856894146,15.0,780.0,52.0,,
4.794520547945205,basic_sir,3.143105854347153e-07,1.0361870684900934e-108,0.9999996856894146,15.0,780.0,52.0,,
4.7972602739726025,basic_sir,3.143105854347153e-07,8.985999358520488e-109,0.9999996856894146,15.0,780.0,52.0,,
4.8,basic_sir,3.143105854347153e-07,7.792819166233652e-109,0.9999996856894146,15.0,780.0,52.0,,
4.802739726027397,basic_sir,3.143105854347153e-07,6.758071988958744e-109,0.9999996856894146,15.0,780.0,52.0,,
4.8054794520547945,basic_sir,3.143105854347153e-07,5.860720752490182e-109,0.9999996856894146,15.0,780.0,52.0,,
4.808219178082192,basic_sir,3.143105854347153e-07,5.0825217302784735e-109,0.9999996856894146,15.0,780.0,52.0,,
4.810958904109589,basic_sir,3.143105854347153e-07,4.407653636760808e-109,0.9999996856894146,15.0,780.0,52.0,,
4.813698630136987,basic_sir,3.143105854347153e-07,3.8223959704715985e-109,0.9999996856894146,15.0,780.0,52.0,,
4.816438356164384,basic_sir,3.143105854347153e-07,3.3148500674419943e-109,0.9999996856894146,15.0,780.0,52.0,,
4.8191780821917805,basic_sir,3.143105854347153e-07,2.874697193725065e-109,0.9999996856894146,15.0,780.0,52.0,,
4.821917808219178,basic_sir,3.143105854347153e-07,2.4929887589116396e-109,0.9999996856894146,15.0,780.0,52.0,,
4.824657534246575,basic_sir,3.143105854347153e-07,2.1619643855450178e-109,0.9999996856894146,15.0,780.0,52.0,,
4.8273972602739725,basic_sir,3.143105854347153e-07,1.874894135666142e-109,0.9999996856894146,15.0,780.0,52.0,,
4.83013698630137,basic_sir,3.143105854347153e-07,1.6259416868558279e-109,0.9999996856894146,15.0,780.0,52.0,,
4.832876712328767,basic_sir,3.143105854347153e-07,1.4100456760542826e-109,0.9999996856894146,15.0,780.0,52.0,,
4.835616438356165,basic_sir,3.143105854347153e-07,1.222816798801761e-109,0.9999996856894146,15.0,780.0,52.0,,
4.838356164383562,basic_sir,3.143105854347153e-07,1.0604485718618823e-109,0.9999996856894146,15.0,780.0,52.0,,
4.841095890410959,basic_sir,3.143105854347153e-07,9.196399449744675e-110,0.9999996856894146,15.0,780.0,52.0,,
4.843835616438356,basic_sir,3.143105854347153e-07,7.975281883852009e-110,0.9999996856894146,15.0,780.0,52.0,,
4.846575342465753,basic_sir,3.143105854347153e-07,6.916306917122986e-110,0.9999996856894146,15.0,780.0,52.0,,
4.8493150684931505,basic_sir,3.143105854347153e-07,5.997944908843664e-110,0.9999996856894146,15.0,780.0,52.0,,
4.852054794520548,basic_sir,3.143105854347153e-07,5.2015249699891124e-110,0.9999996856894146,15.0,780.0,52.0,,
4.854794520547945,basic_sir,3.143105854347153e-07,4.510855372067147e-110,0.9999996856894146,15.0,780.0,52.0,,
4.857534246575343,basic_sir,3.143105854347153e-07,3.9118943588863767e-110,0.9999996856894146,15.0,780.0,52.0,,
4.86027397260274,basic_sir,3.143105854347153e-07,3.3924646686409576e-110,0.9999996856894146,15.0,780.0,52.0,,
4.863013698630137,basic_sir,3.143105854347153e-07,2.9420059623628197e-110,0.9999996856894146,15.0,780.0,52.0,,
4.865753424657535,basic_sir,3.143105854347153e-07,2.551360125452917e-110,0.9999996856894146,15.0,780.0,52.0,,
4.868493150684931,basic_sir,3.143105854347153e-07,2.2125850773339308e-110,0.9999996856894146,15.0,780.0,52.0,,
4.8712328767123285,basic_sir,3.143105854347153e-07,1.9187933038545534e-110,0.9999996856894146,15.0,780.0,52.0,,
4.873972602739726,basic_sir,3.143105854347153e-07,1.6640118297071062e-110,0.9999996856894146,15.0,780.0,52.0,,
4.876712328767123,basic_sir,3.143105854347153e-07,1.443060784005675e-110,0.9999996856894146,15.0,780.0,52.0,,
4.879452054794521,basic_sir,3.143105854347153e-07,1.2514480901867232e-110,0.9999996856894146,15.0,780.0,52.0,,
4.882191780821918,basic_sir,3.143105854347153e-07,1.0852781392095803e-110,0.9999996856894146,15.0,780.0,52.0,,
4.884931506849315,basic_sir,3.143105854347153e-07,9.411725893244763e-111,0.9999996856894146,15.0,780.0,52.0,,
4.887671232876713,basic_sir,3.143105854347153e-07,8.162016822165803e-111,0.9999996856894146,15.0,780.0,52.0,,
4.89041095890411,basic_sir,3.143105854347153e-07,7.07824679139166e-111,0.9999996856894146,15.0,780.0,52.0,,
4.8931506849315065,basic_sir,3.143105854347153e-07,6.138382060642963e-111,0.9999996856894146,15.0,780.0,52.0,,
4.895890410958904,basic_sir,3.143105854347153e-07,5.32331457674611e-111,0.9999996856894146,15.0,780.0,52.0,,
4.898630136986301,basic_sir,3.143105854347153e-07,4.616473494650705e-111,0.9999996856894146,15.0,780.0,52.0,,
4.901369863013699,basic_sir,3.143105854347153e-07,4.0034882815133954e-111,0.9999996856894146,15.0,780.0,52.0,,
4.904109589041096,basic_sir,3.143105854347153e-07,3.471896554542613e-111,0.9999996856894146,15.0,780.0,52.0,,
4.906849315068493,basic_sir,3.143105854347153e-07,3.0108907127581754e-111,0.9999996856894146,15.0,780.0,52.0,,
4.909589041095891,basic_sir,3.143105854347153e-07,2.611098211527133e-111,0.9999996856894146,15.0,780.0,52.0,,
4.912328767123288,basic_sir,3.143105854347153e-07,2.2643910127161695e-111,0.9999996856894146,15.0,780.0,52.0,,
4.915068493150685,basic_sir,3.143105854347153e-07,1.963720336459844e-111,0.9999996856894146,15.0,780.0,52.0,,
4.917808219178082,basic_sir,3.143105854347153e-07,1.702973354942165e-111,0.9999996856894146,15.0,780.0,52.0,,
4.920547945205479,basic_sir,3.143105854347153e-07,1.4768489146836022e-111,0.9999996856894146,15.0,780.0,52.0,,
4.923287671232877,basic_sir,3.143105854347153e-07,1.2807497606891249e-111,0.9999996856894146,15.0,780.0,52.0,,
4.926027397260274,basic_sir,3.143105854347153e-07,1.110689071303323e-111,0.9999996856894146,15.0,780.0,52.0,,
4.928767123287671,basic_sir,3.143105854347153e-07,9.632094035675372e-112,0.9999996856894146,15.0,780.0,52.0,,
4.931506849315069,basic_sir,3.143105854347153e-07,8.353124011855531e-112,0.9999996856894146,15.0,780.0,52.0,,
4.934246575342466,basic_sir,3.143105854347153e-07,7.243978360157803e-112,0.9999996856894146,15.0,780.0,52.0,,
4.936986301369863,basic_sir,3.143105854347153e-07,6.282107437643308e-112,0.9999996856894146,15.0,780.0,52.0,,
4.939726027397261,basic_sir,3.143105854347153e-07,5.447955791137077e-112,0.9999996856894146,15.0,780.0,52.0,,
4.942465753424657,basic_sir,3.143105854347153e-07,4.72456458231471e-112,0.9999996856894146,15.0,780.0,52.0,,
4.945205479452055,basic_sir,3.143105854347153e-07,4.0972268036342996e-112,0.9999996856894146,15.0,780.0,52.0,,
4.947945205479452,basic_sir,3.143105854347153e-07,3.5531882754356887e-112,0.9999996856894146,15.0,780.0,52.0,,
4.950684931506849,basic_sir,3.143105854347153e-07,3.081388345281485e-112,0.9999996856894146,15.0,780.0,52.0,,
4.953424657534247,basic_sir,3.143105854347153e-07,2.6722350177946334e-112,0.9999996856894146,15.0,780.0,52.0,,
4.956164383561644,basic_sir,3.143105854347153e-07,2.3174099432363393e-112,0.9999996856894146,15.0,780.0,52.0,,
4.958904109589041,basic_sir,3.143105854347153e-07,2.0096993001172394e-112,0.9999996856894146,15.0,780.0,52.0,,
4.961643835616439,basic_sir,3.143105854347153e-07,1.742847133576754e-112,0.9999996856894146,15.0,780.0,52.0,,
4.964383561643836,basic_sir,3.143105854347153e-07,1.5114281678057551e-112,0.9999996856894146,15.0,780.0,52.0,,
4.967123287671233,basic_sir,3.143105854347153e-07,1.310737506707534e-112,0.9999996856894146,15.0,780.0,52.0,,
4.96986301369863,basic_sir,3.143105854347153e-07,1.136694980340343e-112,0.9999996856894146,15.0,780.0,52.0,,
4.972602739726027,basic_sir,3.143105854347153e-07,9.857621924442534e-113,0.9999996856894146,15.0,780.0,52.0,,
4.975342465753425,basic_sir,3.143105854347153e-07,8.548705825740095e-113,0.9999996856894146,15.0,780.0,52.0,,
4.978082191780822,basic_sir,3.143105854347153e-07,7.413590402958719e-113,0.9999996856894146,15.0,780.0,52.0,,
4.980821917808219,basic_sir,3.143105854347153e-07,6.429198031046226e-113,0.9999996856894146,15.0,780.0,52.0,,
4.983561643835617,basic_sir,3.143105854347153e-07,5.575515381307321e-113,0.9999996856894146,15.0,780.0,52.0,,
4.986301369863014,basic_sir,3.143105854347153e-07,4.835186537586838e-113,0.9999996856894146,15.0,780.0,52.0,,
4.989041095890411,basic_sir,3.143105854347153e-07,4.193160139355631e-113,0.9999996856894146,15.0,780.0,52.0,,
4.991780821917808,basic_sir,3.143105854347153e-07,3.636383377890382e-113,0.9999996856894146,15.0,780.0,52.0,,
4.994520547945205,basic_sir,3.143105854347153e-07,3.153536624296325e-113,0.9999996856894146,15.0,780.0,52.0,,
4.997260273972603,basic_sir,3.143105854347153e-07,2.7348032941861186e-113,0.9999996856894146,15.0,780.0,52.0,,
5.0,basic_sir,3.143105854347153e-07,2.371670270219275e-113,0.9999996856894146,15.0,780.0,52.0,,
5.002739726027397,basic_sir,3.143105854347153e-07,2.0567548249629858e-113,0.9999996856894146,15.0,780.0,52.0,,
5.005479452054795,basic_sir,3.143105854347153e-07,1.783654525305245e-113,0.9999996856894146,15.0,780.0,52.0,,
5.008219178082192,basic_sir,3.143105854347153e-07,1.546817066880654e-113,0.9999996856894146,15.0,780.0,52.0,,
5.010958904109589,basic_sir,3.143105854347153e-07,1.341427392159256e-113,0.9999996856894146,15.0,780.0,52.0,,
5.013698630136986,basic_sir,3.143105854347153e-07,1.1633097972367415e-113,0.9999996856894146,15.0,780.0,52.0,,
5.016438356164383,basic_sir,3.143105854347153e-07,1.0088430370939241e-113,0.9999996856894146,15.0,780.0,52.0,,
5.019178082191781,basic_sir,3.143105854347153e-07,8.748867033617622e-114,0.9999996856894146,15.0,780.0,52.0,,
5.021917808219178,basic_sir,3.143105854347153e-07,7.58717377803491e-114,0.9999996856894146,15.0,780.0,52.0,,
5.024657534246575,basic_sir,3.143105854347153e-07,6.579732634740654e-114,0.9999996856894146,15.0,780.0,52.0,,
5.027397260273973,basic_sir,3.143105854347153e-07,5.70606167872487e-114,0.9999996856894146,15.0,780.0,52.0,,
5.03013698630137,basic_sir,3.143105854347153e-07,4.948398618737466e-114,0.9999996856894146,15.0,780.0,52.0,,
5.032876712328767,basic_sir,3.143105854347153e-07,4.2913396785074495e-114,0.9999996856894146,15.0,780.0,52.0,,
5.035616438356165,basic_sir,3.143105854347153e-07,3.72152642808533e-114,0.9999996856894146,15.0,780.0,52.0,,
5.038356164383561,basic_sir,3.143105854347153e-07,3.2273741983890704e-114,0.9999996856894146,15.0,780.0,52.0,,
5.041095890410959,basic_sir,3.143105854347153e-07,2.798836557446097e-114,0.9999996856894146,15.0,780.0,52.0,,
5.043835616438356,basic_sir,3.143105854347153e-07,2.427201059984544e-114,0.9999996856894146,15.0,780.0,52.0,,
5.046575342465753,basic_sir,3.143105854347153e-07,2.1049121178286433e-114,0.9999996856894146,15.0,780.0,52.0,,
5.049315068493151,basic_sir,3.143105854347153e-07,1.825417389942174e-114,0.9999996856894146,15.0,780.0,52.0,,
5.052054794520548,basic_sir,3.143105854347153e-07,1.5830345691299607e-114,0.9999996856894146,15.0,780.0,52.0,,
5.054794520547945,basic_sir,3.143105854347153e-07,1.3728358570857406e-114,0.9999996856894146,15.0,780.0,52.0,,
5.057534246575343,basic_sir,3.143105854347153e-07,1.1905477790899813e-114,0.9999996856894146,15.0,780.0,52.0,,
5.06027397260274,basic_sir,3.143105854347153e-07,1.032464301526153e-114,0.9999996856894146,15.0,780.0,52.0,,
5.063013698630137,basic_sir,3.143105854347153e-07,8.953714858388472e-115,0.9999996856894146,15.0,780.0,52.0,,
5.065753424657534,basic_sir,3.143105854347153e-07,7.764821471000959e-115,0.9999996856894146,15.0,780.0,52.0,,
5.068493150684931,basic_sir,3.143105854347153e-07,6.733791887512619e-115,0.9999996856894146,15.0,780.0,52.0,,
5.071232876712329,basic_sir,3.143105854347153e-07,5.839664614785469e-115,0.9999996856894146,15.0,780.0,52.0,,
5.073972602739726,basic_sir,3.143105854347153e-07,5.064261471521994e-115,0.9999996856894146,15.0,780.0,52.0,,
5.076712328767123,basic_sir,3.143105854347153e-07,4.39181801417277e-115,0.9999996856894146,15.0,780.0,52.0,,
5.079452054794521,basic_sir,3.143105854347153e-07,3.8086630356816253e-115,0.9999996856894146,15.0,780.0,52.0,,
5.082191780821918,basic_sir,3.143105854347153e-07,3.3029406210721293e-115,0.9999996856894146,15.0,780.0,52.0,,
5.0849315068493155,basic_sir,3.143105854347153e-07,2.864369109087099e-115,0.9999996856894146,15.0,780.0,52.0,,
5.087671232876712,basic_sir,3.143105854347153e-07,2.484032059416677e-115,0.9999996856894146,15.0,780.0,52.0,,
5.090410958904109,basic_sir,3.143105854347153e-07,2.1541969757438635e-115,0.9999996856894146,15.0,780.0,52.0,,
5.093150684931507,basic_sir,3.143105854347153e-07,1.8681580991324834e-115,0.9999996856894146,15.0,780.0,52.0,,
5.095890410958904,basic_sir,3.143105854347153e-07,1.6201000756438071e-115,0.9999996856894146,15.0,780.0,52.0,,
