t,beta_t,i_t,alpha,R0,beta0
45.23287671232877,805.3484239202752,0.005843519908962083,0.3,15.0,780.2142857142857
45.23561643835617,801.3389643507655,0.006164949258505127,0.3,15.0,780.2142857142857
45.23835616438356,797.3232450830815,0.006481181361813549,0.3,15.0,780.2142857142857
45.24109589041096,793.3024560614814,0.006789265327210938,0.3,15.0,780.2142857142857
45.24383561643835,789.2777887325417,0.007086212432207984,0.3,15.0,780.2142857142857
45.24657534246575,785.2504356920512,0.007369059836364143,0.3,15.0,780.2142857142857
45.24931506849315,781.2215903316334,0.007634936539315852,0.3,15.0,780.2142857142857
45.25205479452055,777.1924464851312,0.00788112893793323,0.3,15.0,780.2142857142857
45.25479452054795,773.164198074796,0.008105143259881284,0.3,15.0,780.2142857142857
45.25753424657534,769.138038757595,0.008304762255709733,0.3,15.0,780.2142857142857
45.26027397260274,765.1151615713991,0.008478093812915326,0.3,15.0,780.2142857142857
45.26301369863014,761.0967585815523,0.008623609590554858,0.3,15.0,780.2142857142857
45.26575342465753,757.0840205275983,0.008740172324628875,0.3,15.0,780.2142857142857
45.26849315068493,753.078136470398,0.00882705107488953,0.3,15.0,780.2142857142857
45.27123287671233,749.0802934398647,0.008883924321102752,0.3,15.0,780.2142857142857
45.273972602739725,745.0916760831819,0.008910871420896842,0.3,15.0,780.2142857142857
45.276712328767125,741.1134663137278,0.008908353469039773,0.3,15.0,780.2142857142857
45.27945205479452,737.1468429609268,0.008877185017267036,0.3,15.0,780.2142857142857
45.28219178082192,733.1929814208853,0.008818498405666775,0.3,15.0,780.2142857142857
45.28493150684932,729.2530533081087,0.008733702615550017,0.3,15.0,780.2142857142857
45.28767123287671,725.3282261083407,0.008624438586088844,0.3,15.0,780.2142857142857
45.29041095890411,721.419662832559,0.00849253285862978,0.3,15.0,780.2142857142857
45.293150684931504,717.5285216724418,0.008339951245611628,0.3,15.0,780.2142857142857
45.295890410958904,713.6559556570671,0.008168753990594836,0.3,15.0,780.2142857142857
45.298630136986304,709.8031123113348,0.00798105361744686,0.3,15.0,780.2142857142857
45.3013698630137,705.9711333158918,0.007778976383404177,0.3,15.0,780.2142857142857
45.3041095890411,702.1611541687906,0.007564627972214846,0.3,15.0,780.2142857142857
45.30684931506849,698.3743038490908,0.007340063804951204,0.3,15.0,780.2142857142857
45.30958904109589,694.611704482269,0.007107264117838604,0.3,15.0,780.2142857142857
45.31232876712329,690.8744710077215,0.006868113764771436,0.3,15.0,780.2142857142857
45.31506849315068,687.1637108483949,0.006624386549345112,0.3,15.0,780.2142857142857
45.31780821917808,683.4805235825847,0.006377733776729994,0.3,15.0,780.2142857142857
45.32054794520548,679.8260006181797,0.006129676636714055,0.3,15.0,780.2142857142857
45.323287671232876,676.2012248692173,0.005881601981575112,0.3,15.0,780.2142857142857
45.326027397260276,672.6072704349571,0.005634761041248644,0.3,15.0,780.2142857142857
45.32876712328767,669.0452022816855,0.005390270618346279,0.3,15.0,780.2142857142857
45.33150684931507,665.5160759270485,0.005149116321976518,0.3,15.0,780.2142857142857
45.33424657534247,662.0209371273617,0.004912157427562725,0.3,15.0,780.2142857142857
45.33698630136986,658.560821567694,0.004680132985853902,0.3,15.0,780.2142857142857
45.33972602739726,655.1367545549383,0.004453668844895836,0.3,15.0,780.2142857142857
45.342465753424655,651.7497507140594,0.004233285291129719,0.3,15.0,780.2142857142857
45.345205479452055,648.4008136873929,0.004019405057966435,0.3,15.0,780.2142857142857
45.347945205479455,645.0909358372558,0.003812361490716597,0.3,15.0,780.2142857142857
45.35068493150685,641.8210979518987,0.0036124066944875953,0.3,15.0,780.2142857142857
45.35342465753425,638.5922689548345,0.003419719526059148,0.3,15.0,780.2142857142857
45.35616438356164,635.4054056178,0.0032344133214034097,0.3,15.0,780.2142857142857
45.35890410958904,632.2614522771593,0.003056543277327539,0.3,15.0,780.2142857142857
45.36164383561644,629.1613405541497,0.0028861134288167556,0.3,15.0,780.2142857142857
45.364383561643834,626.1059890787907,0.002723083183136323,0.3,15.0,780.2142857142857
45.367123287671234,623.0963032176442,0.00256737338798169,0.3,15.0,780.2142857142857
45.369863013698634,620.1331748055952,0.002418871924198325,0.3,15.0,780.2142857142857
45.37260273972603,617.2174818815421,0.0022774388241724422,0.3,15.0,780.2142857142857
45.37534246575343,614.3500884282237,0.00214291092528876,0.3,15.0,780.2142857142857
45.37808219178082,611.531844116213,0.002015106074150118,0.3,15.0,780.2142857142857
45.38082191780822,608.7635840521041,0.0018938269018609496,0.3,15.0,780.2142857142857
45.38356164383562,606.0461285311067,0.001778864193911725,0.3,15.0,780.2142857142857
45.38630136986301,603.3802827939481,0.0016699998802429047,0.3,15.0,780.2142857142857
45.38904109589041,600.7668367882366,0.0015670096722032788,0.3,15.0,780.2142857142857
45.391780821917806,598.2065649344435,0.001469665373493961,0.3,15.0,780.2142857142857
45.394520547945206,595.7002258963571,0.0013777368919744527,0.3,15.0,780.2142857142857
45.397260273972606,593.2485623563346,0.0012909939785709858,0.3,15.0,780.2142857142857
45.4,590.8523007952017,0.0012092077185318492,0.3,15.0,780.2142857142857
45.4027397260274,588.5121512769589,0.0011321517990683146,0.3,15.0,780.2142857142857
