t,model,s,i,r,R0,beta0,gamma,mu,alpha
53.04109589041096,seasonal_vital_sir,0.10458118585576073,0.0003573572188743905,0.8950614569253645,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.06027397260274,seasonal_vital_sir,0.10377495405051251,0.0008432258550134808,0.8953818200944735,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.07945205479452,seasonal_vital_sir,0.1016401301929496,0.0019147338152865193,0.8964451359917633,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.0986301369863,seasonal_vital_sir,0.09691005054497587,0.004031515599812393,0.8990584338552113,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.11780821917808,seasonal_vital_sir,0.08816126261135052,0.00741144760039222,0.9044272897882569,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.136986301369866,seasonal_vital_sir,0.07546987607800151,0.011073744995034161,0.9134563789269639,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.156164383561645,seasonal_vital_sir,0.061723579695802576,0.012892022355832358,0.9253843979483645,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.175342465753424,seasonal_vital_sir,0.05037752828279525,0.011916428788664814,0.9377060429285393,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.1945205479452,seasonal_vital_sir,0.04264456930427797,0.009273344019451842,0.9480820866762697,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.21369863013699,seasonal_vital_sir,0.03792239688054848,0.0064461061108037985,0.9556314970086474,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.23287671232877,seasonal_vital_sir,0.035215739481427775,0.004176409412426239,0.9606078511061455,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.25205479452055,seasonal_vital_sir,0.03374534777051191,0.002589827366892204,0.9636648248625955,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.27123287671233,seasonal_vital_sir,0.033007508517431616,0.0015612972940795141,0.9654311941884886,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.29041095890411,seasonal_vital_sir,0.03269726102783691,0.0009233653534297345,0.9663793736187328,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.30958904109589,seasonal_vital_sir,0.032634410480292066,0.0005385424409699083,0.9668270470787375,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.32876712328767,seasonal_vital_sir,0.032713672109040956,0.00031074143706711266,0.9669755864538914,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.347945205479455,seasonal_vital_sir,0.032874003765774464,0.0001777459399778152,0.9669482502942471,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.367123287671234,seasonal_vital_sir,0.033080267301320236,0.00010094077018917765,0.9668187919284901,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.38630136986301,seasonal_vital_sir,0.033312381283916864,5.698206897149185e-05,0.9666306366471109,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.40547945205479,seasonal_vital_sir,0.033558950658913116,3.201257765082939e-05,0.9664090367634355,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.42465753424658,seasonal_vital_sir,0.03381355270742458,1.79195478832468e-05,0.9661685277446915,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.443835616438356,seasonal_vital_sir,0.0340725889986675,1.000682047092239e-05,0.9659174041808609,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.463013698630135,seasonal_vital_sir,0.03433405355959323,5.582114579556176e-06,0.9656603643258265,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.48219178082192,seasonal_vital_sir,0.034596832427692445,3.1148555405949446e-06,0.9654000527167662,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.5013698630137,seasonal_vital_sir,0.034860308537601574,1.7411824967681121e-06,0.965137950279901,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.52054794520548,seasonal_vital_sir,0.03512414043555643,9.764940975185506e-07,0.9648748830703455,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.53972602739726,seasonal_vital_sir,0.03538813909591321,5.502733341744434e-07,0.9646113106307521,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.558904109589044,seasonal_vital_sir,0.0356521996732569,3.120607585939859e-07,0.9643474882659839,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.57808219178082,seasonal_vital_sir,0.035916263815567735,1.7836688069002852e-07,0.9640835578175512,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.5972602739726,seasonal_vital_sir,0.03618029889060746,1.029083352104004e-07,0.963819598201057,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.61643835616439,seasonal_vital_sir,0.036444286538023965,6.001636435221946e-08,0.9635556534456113,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.635616438356166,seasonal_vital_sir,0.036708216352623474,3.54289384462636e-08,0.9632917482184378,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.654794520547945,seasonal_vital_sir,0.03697208238934021,2.119621098152612e-08,0.9630278964144485,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.673972602739724,seasonal_vital_sir,0.03723588122142168,1.2866468171390147e-08,0.9627641059121098,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.69315068493151,seasonal_vital_sir,0.03749961085569079,7.932131462310803e-09,0.9625003812121774,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.71232876712329,seasonal_vital_sir,0.037763270122563246,4.970614640428073e-09,0.9622367249068219,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.73150684931507,seasonal_vital_sir,0.03802685833038916,3.1681489336118685e-09,0.9619731385014617,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.75068493150685,seasonal_vital_sir,0.038290375067879676,2.0548599425878898e-09,0.9617096228772601,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.76986301369863,seasonal_vital_sir,0.038553820090104045,1.3566313502275918e-09,0.9614461785532644,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.78904109589041,seasonal_vital_sir,0.0388171932520346,9.117574966545065e-10,0.9611828058362077,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.80821917808219,seasonal_vital_sir,0.039080494469389805,6.237074495488059e-10,0.9609195049069028,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.827397260273976,seasonal_vital_sir,0.03934372369529896,4.341339783350041e-10,0.9606562758705672,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.846575342465755,seasonal_vital_sir,0.03960688090623243,3.073101590177808e-10,0.9603931187864575,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.865753424657534,seasonal_vital_sir,0.039869966093416705,2.2106679437815902e-10,0.9601300336855166,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.88493150684931,seasonal_vital_sir,0.04013297925753025,1.6145980953118894e-10,0.95986702058101,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.9041095890411,seasonal_vital_sir,0.04039592040538642,1.1959777666607384e-10,0.959604079475016,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.92328767123288,seasonal_vital_sir,0.04065878954783194,8.973287245305675e-11,0.9593412103624352,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.942465753424656,seasonal_vital_sir,0.040921586698400056,6.809852563465362e-11,0.9590784132335015,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.96164383561644,seasonal_vital_sir,0.04118431187243506,5.219314925536913e-11,0.9588156880753719,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
53.98082191780822,seasonal_vital_sir,0.04144696508651666,4.0333343582073415e-11,0.95855303487315,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
54.0,seasonal_vital_sir,0.04170954635807753,3.137172987164659e-11,0.9582904536105509,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
54.01917808219178,seasonal_vital_sir,0.04197205570514513,2.451651890421355e-11,0.9580279442703387,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
54.038356164383565,seasonal_vital_sir,0.042234493146166216,1.9214673801497572e-11,0.9577655068346194,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
54.057534246575344,seasonal_vital_sir,0.0424968586998857,1.507528855199302e-11,0.9575031412850393,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
54.07671232876712,seasonal_vital_sir,0.042759152385263434,1.1818699689744721e-11,0.957240847602918,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
